"","Name_submitted","Accepted_name","Accepted.Symbol","Range_Size","Precip","pH","Status"
"5461","Saxifraga idahoensis","Micranthes idahoensis","SAID",1.19e+11,5347.080154,3.529999733,"native"
"5462","Lupinus saxosus","Lupinus saxosus","LUSA2",3e+11,3356.379974,4.46999979,"native"
"5463","Githopsis pulchella","Githopsis pulchella","GIPU2",50251565508,2636.089951,5.24000001,"native"
"5464","Fritillaria recurva","Fritillaria recurva","FRRE",1.59e+11,4362.689758,4.679999828,"native"
"5465","Eryngium pinnatisectum","Eryngium pinnatisectum","ERPI4",12434333053,1341.980011,4.419999838,"native"
"5466","Adiantum jordanii","Adiantum jordanii","ADJO",2.97e+11,4505.009766,5.719999552,"native"
"5467","Layia hieracioides","Layia hieracioides","LAHI3",37275726856,1315.090027,4.549999714,"native"
"5468","Erigeron garrettii","Erigeron garrettii","ERGA3",10159769581,1155.200012,3.260000229,"native"
"5469","Vanilla phaeantha","Vanilla phaeantha","VAPH",10088177906,371.2999268,3.869999886,"native"
"5470","Lithophragma campanulatum","Lithophragma campanulatum","LICA21",1.17e+11,4284.919769,4.179999828,"native"
"5471","Eucephalus ledophyllus","Eucephalus ledophyllus","EULE14",1.56e+11,4311.740051,4.630000114,"native"
"5472","Ribes binominatum","Ribes binominatum","RIBI",1.36e+11,4306.299759,4.179999828,"native"
"5473","Layia carnosa","Layia carnosa","LACA4",26294473689,3835.889893,2.970000267,"native"
"5474","Cryptantha muricata","Cryptantha muricata","CRMU2",4.43e+11,2835.949951,5.859999895,"native"
"5475","Navarretia eriocephala","Navarretia eriocephala","NAER",14749869411,1596.780029,4.419999838,"native"
"5476","Musineon vaginatum","Musineon vaginatum","MUVA",21407114709,1335.630051,3.230000496,"native"
"5477","Eriophyllum ambiguum","Eriophyllum ambiguum","ERAM3",2.12e+11,1662,5.080000401,"native"
"5478","Ceanothus parryi","Ceanothus parryi","CEPA3",31573045248,3643.249878,3.380000114,"native"
"5479","Monardella douglasii","Monardella douglasii","MODO",86587558003,2264.700058,5.719999552,"native"
"5480","Cercis orbiculata","Cercis orbiculata","CEOR9",4.75e+11,3945.389893,7.460000396,"native"
"5481","Carex fissuricola","Carex fissuricola","CAFI2",1.66e+11,2835.949951,5.819999933,"native"
"5482","Bolandra californica","Bolandra californica","BOCA",23896560220,1515.050034,5.24000001,"native"
"5483","Chaetopappa effusa","Chaetopappa effusa","CHEF",25855813631,355.3400269,1.800000191,"native"
"5484","Lathyrus vestitus","Lathyrus vestitus","LAVE2",2.93e+11,4485.899765,4.999999523,"native"
"5485","Ferocactus hamatacanthus","Ferocactus hamatacanthus","FEHA2",1.11e+11,781.1800079,5.019999981,"native"
"5486","Lesquerella garrettii","Physaria garrettii","LEGA2",10934270339,1155.200012,3.260000229,"native"
"5487","Ribes californicum","Ribes californicum","RICA",1.33e+11,3954.219894,4.999999523,"native"
"5488","Plagiobothrys chorisianus","Plagiobothrys chorisianus","PLCH",28334516981,1315.090027,4.039999962,"native"
"5489","Ranunculus populago","Ranunculus populago","RAPO",2.46e+11,4005.909912,4.519999504,"native"
"5490","Calamovilfa curtissii","Sporobolus vaseyi","CACU",13883592055,499.4700928,3.119999886,"native"
"5491","Balsamorhiza sericea","Balsamorhiza sericea","BASE4",1.15e+11,3895.379913,4.270000458,"native"
"5492","Astragalus sheldonii","Astragalus sheldonii","ASSH2",43135152174,1830.749908,3.220000267,"native"
"5493","Astragalus conjunctus","Astragalus conjunctus","ASCO11",1.67e+11,3470.720001,4.240000248,"native"
"5494","Elatine californica","Elatine californica","ELCA",3.38e+11,4744.229843,7.360000014,"native"
"5495","Desmanthus velutinus","Desmanthus velutinus","DEVE2",2.48e+11,1037.740051,3.009999752,"native"
"5496","Iris macrosiphon","Iris macrosiphon","IRMA",1.28e+11,3806.159897,5.319999933,"native"
"5497","Clarkia rubicunda","Clarkia rubicunda","CLRU",31539726816,1315.090027,4.549999714,"native"
"5498","Streptanthus tortuosus","Streptanthus tortuosus","STTO3",2.97e+11,4505.009766,5.819999933,"native"
"5499","Hieracium cynoglossoides","Hieracium scouleri","HICY",5.49e+11,5357.219955,4.700000286,"native"
"5500","Arnica discoidea","Arnica discoidea","ARDI6",3.18e+11,4418.65976,5.819999933,"native"
"5501","Malacothrix coulteri","Malacothrix coulteri","MACO3",3.76e+11,1519.359985,5.920000315,"native"
"5502","Hieracium horridum","Hieracium horridum","HIHO",3e+11,4505.009766,5.819999933,"native"
"5503","Lupinus breweri","Lupinus breweri","LUBR3",2.5e+11,3871.26001,5.819999933,"native"
"5504","Navarretia mellita","Navarretia mellita","NAME",77256314756,3855.819885,5.269999743,"native"
"5505","Dichelostemma multiflorum","Dichelostemma multiflorum","DIMU5",1.55e+11,4393.399765,5.819999933,"native"
"5506","Cordylanthus eremicus","Cordylanthus eremicus","COER6",1.12e+11,1396.719971,4.459999561,"native"
"5507","Keckiella ternata","Keckiella ternata","KETE",1.39e+11,1377.60997,4.559999466,"native"
"5508","Passiflora affinis","Passiflora affinis","PAAF",52413089420,678.9800415,2.400000095,"native"
"5509","Penstemon cyaneus","Penstemon cyaneus","PECY3",2.18e+11,1943.199905,4.020000458,"native"
"5510","Dalea jamesii","Dalea jamesii","DAJA",4.91e+11,1085.219971,5.339999676,"native"
"5511","Cryptantha simulans","Cryptantha simulans","CRSI2",4.47e+11,3986.799911,5.819999933,"native"
"5512","Calydorea coelestina","Salpingostylis coelestina","CACO72",9891285714,173.5200195,2.869999886,"native"
"5513","Polygonum davisiae","Koenigia davisiae","PODA",2.62e+11,4651.729843,5.819999933,"native"
"5514","Thamnosma texana","Thamnosma texana","THTE2",4.1e+11,1048.939972,7.399999976,"native"
"5515","Lotus strigosus","Acmispon strigosus","LOST4",4.56e+11,2835.949951,5.859999895,"native"
"5516","Dudleya lanceolata","Dudleya lanceolata","DULA",1.65e+11,1377.60997,4.559999466,"native"
"5517","Phlox kelseyi","Phlox kelseyi","PHKE",2.05e+11,1678.060043,5.080000401,"native"
"5518","Wyethia glabra","Wyethia glabra","WYGL",58779059787,3855.819885,5.269999743,"native"
"5519","Allium jepsonii","Allium jepsonii","ALJE",16602918466,2574.399963,4.580000162,"native"
"5520","Eriogonum purpusii","Eriogonum kennedyi var. purpusii","ERPU15",64604853089,1662,4.980000019,"native"
"5521","Scutellaria antirrhinoides","Scutellaria antirrhinoides","SCAN4",2.79e+11,4394.479767,4.679999828,"native"
"5522","Eurybia integrifolia","Eurybia integrifolia","EUIN9",6.21e+11,2780.609955,5.920000315,"native"
"5523","Mertensia bella","Mertensia bella","MEBE",84966262415,3785.819916,3.730000019,"native"
"5524","Juncus trilocularis","Juncus trilocularis","JUTR6",3.32e+11,3784.910004,5.819999933,"native"
"5525","Lupinus prunophilus","Lupinus prunophilus","LUPR2",4.9e+11,5422.120155,7.460000396,"native"
"5526","Penstemon cyananthus","Penstemon cyananthus","PECY2",1.99e+11,1954.669952,4.040000439,"native"
"5527","Adenostoma fasciculatum","Adenostoma fasciculatum","ADFA",2.79e+11,3959.279892,5.719999552,"native"
"5528","Physaria scrotiformis","Physaria scrotiformis","PHSC",4376522013,970.4300232,5.059999943,"native"
"5529","Amsinckia lunaris","Amsinckia lunaris","AMLU",45724100582,3651.170013,4.599999905,"native"
"5530","Cuscuta squamata","Cuscuta squamata","CUSQ",71747461610,416.3100128,1.380000114,"native"
"5531","Hydrophyllum occidentale","Hydrophyllum occidentale","HYOC",4.79e+11,3962.900047,7.360000014,"native"
"5532","Monardella undulata","Monardella undulata","MOUN",31997876219,1718.899963,4.039999962,"native"
"5533","Phacelia nemoralis","Phacelia nemoralis","PHNE2",2.28e+11,5814.670227,4.579999924,"native"
"5534","Eriogonum spergulinum","Eriogonum spergulinum","ERSP6",4.26e+11,3871.26001,5.819999933,"native"
"5535","Selaginella asprella","Selaginella asprella","SEAS",1.28e+11,1377.60997,4.559999466,"native"
"5536","Camissonia tanacetifolia","Camissonia tanacetifolia","CATA2",4.75e+11,3824.220009,5.080000401,"native"
"5537","Tragia amblyodonta","Tragia amblyodonta","TRAM9",2.45e+11,914.6099396,5.339999676,"native"
"5538","Salix monochroma","Salix monochroma","SAMO4",1.46e+11,3193.859894,4.320000648,"native"
"5539","Cyperus pallidicolor","Cyperus pallidicolor","CYPA24",33931812387,805.2700195,4.169999599,"native"
"5540","Lathyrus pauciflorus","Lathyrus pauciflorus","LAPA5",4.82e+11,4385.28006,7.360000014,"native"
"5541","Monardella lanceolata","Monardella breweri subsp. lanceolata","MOLA2",2.67e+11,2835.949951,5.819999933,"native"
"5542","Coptis occidentalis","Coptis occidentalis","COOC",93063745054,2133.799927,3.199999809,"native"
"5543","Frangula rubra","Frangula rubra","FRRU",2.88e+11,3978.389893,5.819999933,"native"
"5544","Astragalus applegatei","Astragalus applegatei","ASAP",15391639803,1835.720062,3.029999733,"native"
"5545","Lophophora williamsii","Lophophora williamsii","LOWI",47472294658,383.5800171,1.419999599,"native"
"5546","Pedicularis attollens","Pedicularis attollens","PEAT",3.01e+11,3871.26001,5.819999933,"native"
"5547","Ambrosia ilicifolia","Ambrosia ilicifolia","AMIL2",54663971605,773.4799728,5.010000229,"native"
"5548","Astragalus crotalariae","Astragalus crotalariae","ASCR5",54663971605,773.4799728,5.010000229,"native"
"5549","Mirabilis tenuiloba","Mirabilis tenuiloba","MITE",54663971605,773.4799728,5.010000229,"native"
"5550","Psorothamnus schottii","Psorothamnus schottii","PSSC5",54663971605,773.4799728,5.010000229,"native"
"5551","Trichostema austromontanum","Trichostema austromontanum","TRAU",1.25e+11,1642.889999,4.459999561,"native"
"5552","Notholithocarpus densiflorus","Notholithocarpus densiflorus","NODE3",2.21e+11,4409.539764,5.719999552,"native"
"5553","Sairocarpus multiflorus","Sairocarpus multiflorus","SAMU2",1.36e+11,1642.889999,5.719999552,"native"
"5554","Arabis crucisetosa","Arabis crucisetosa","ARCR",35189155381,1793.139923,3.039999962,"native"
"5555","Coptis laciniata","Coptis laciniata","COLA3",1.11e+11,5024.849976,3.309999943,"native"
"5556","Diplacus linearis","Diplacus linearis","DILI4",4771968316,1074.980042,2.120000362,"native"
"5557","Dudleya verityi","Dudleya verityi","DUVE",4771968316,1074.980042,2.120000362,"native"
"5558","Malacothrix junakii","Malacothrix junakii","MAJU2",4771968316,1074.980042,2.120000362,"native"
"5559","Heliotropium confertifolium","Euploca confertifolia","HECO4",81925073200,505.5899658,1.769999981,"native"
"5560","Hieracium greenei","Hieracium greenei","HIGR2",1.32e+11,4284.919769,4.179999828,"native"
"5561","Packera flettii","Packera flettii","PAFL15",42616879077,5808.670227,4.579999924,"native"
"5562","Platystemon californicus","Platystemon californicus","PLCA5",5.41e+11,4505.009766,7.399999976,"native"
"5563","Packera bolanderi","Packera bolanderi","PABO6",1e+11,4426.959915,3.800000191,"native"
"5564","Trifolium amoenum","Trifolium amoenum","TRAM3",17153899554,1593.269958,4.99000001,"native"
"5565","Eriogonum douglasii","Eriogonum douglasii","ERDO",1.47e+11,3784.910004,4.46999979,"native"
"5566","Solanum parishii","Solanum umbelliferum var. glabrescens","SOPA",1.71e+11,4480.839767,4.679999828,"native"
"5567","Cirsium remotifolium","Cirsium remotifolium","CIRE",1.91e+11,5321.389954,4.179999828,"native"
"5568","Horkeliella congdonis","Horkeliella congdonis","HOCO5",46760429932,1662,4.459999561,"native"
"5569","Lupinus padre-crowleyi","Lupinus padre-crowleyi","LUPA6",46760429932,1662,4.459999561,"native"
"5570","Clarkia prostrata","Clarkia prostrata","CLPR",30043623638,1315.090027,4.039999962,"native"
"5571","Hesperocyparis sargentii","Hesperocyparis sargentii","HESA17",56313489408,3883.339905,3.949999809,"native"
"5572","Dalea lasiathera","Dalea lasiathera","DALA4",91138300697,637.3499756,2.199999809,"native"
"5573","Melica imperfecta","Melica imperfecta","MEIM",3.08e+11,2835.949951,5.719999552,"native"
"5574","Desmanthus obtusus","Desmanthus obtusus","DEOB2",1.96e+11,678.710022,2.619999409,"native"
"5575","Carex klamathensis","Carex klamathensis","CAKL",26351274298,3628.699921,3.260000229,"native"
"5576","Galactia floridana","Galactia floridana","GAFL3",10524976919,521.2099609,3.090000153,"native"
"5577","Boykinia major","Boykinia major","BOMA3",2.17e+11,4338.499771,5.330000162,"native"
"5578","Ribes roezlii","Ribes roezlii","RIRO",3.5e+11,4485.899765,5.819999933,"native"
"5579","Pickeringia montana","Pickeringia montana","PIMO5",2.12e+11,2816.839951,4.999999523,"native"
"5580","Castilleja affinis","Castilleja affinis","CAAF",2.82e+11,5430.84996,5.719999552,"native"
"5581","Setaria leucopila","Setaria leucopila","SELE6",7.49e+11,1285.099983,7.399999976,"native"
"5582","Nemophila kirtleyi","Nemophila kirtleyi","NEKI",1.41e+11,1924.659912,3.579999924,"native"
"5583","Quercus mohriana","Quercus mohriana","QUMO",2.04e+11,766.210022,4.700000286,"native"
"5584","Anemone deltoidea","Anemonastrum deltoideum","ANDE3",1.97e+11,4485.649918,4.630000114,"native"
"5585","Perideridia oregana","Perideridia oregana","PEOR6",2.6e+11,4393.399765,5.130000114,"native"
"5586","Stachys rigida","Stachys rigida","STRI",4.9e+11,5918.130234,5.819999933,"native"
"5587","Daucosma laciniata","Daucosma laciniata","DALA5",46280779160,663.7400208,2.759999752,"native"
"5588","Liatris tenuis","Liatris tenuis","LITE",14264231941,327.2700195,1.480000019,"native"
"5589","Piperia leptopetala","Platanthera leptopetala","PILE3",2.17e+11,3986.799911,5.719999552,"native"
"5590","Mahonia swaseyi","Berberis swaseyi","MASW",15814638170,337.4799805,1.800000191,"native"
"5591","Eschscholzia parishii","Eschscholzia parishii","ESPA",1.22e+11,1315.990044,4.459999561,"native"
"5592","Polygonum cascadense","Polygonum cascadense","POCA9",59002581995,3301.520111,3.909999371,"native"
"5593","Carex mariposana","Carex mariposana","CAMA13",2.34e+11,3871.26001,5.819999933,"native"
"5594","Zigadenus micranthus","Toxicoscordion micranthum","ZIMI2",1.48e+11,4456.609764,5.719999552,"native"
"5595","Phlox roemeriana","Phlox roemeriana","PHRO3",92538430497,953.4899597,3.179999828,"native"
"5596","Lomatium ciliolatum","Lomatium ciliolatum","LOCI",43833305393,3601.179901,3.260000229,"native"
"5597","Agrostis hallii","Agrostis hallii","AGHA2",1.2e+11,4382.439758,4.579999924,"native"
"5598","Cordylanthus tenuis","Cordylanthus tenuis","COTE3",2.45e+11,4428.619766,5.819999933,"native"
"5599","Erigeron inornatus","Erigeron inornatus","ERIN2",3.31e+11,4418.65976,5.819999933,"native"
"5600","Calochortus argillosus","Calochortus argillosus","CAAR44",30714539903,1718.899963,3.46999979,"native"
"5601","Quercus parvula","Quercus parvula","QUPA8",30714539903,1718.899963,3.46999979,"native"
"5602","Malacothrix phaeocarpa","Malacothrix phaeocarpa","MAPH3",27476102192,1208.100037,2.899999619,"native"
"5603","Lepidium paysonii","Lepidium paysonii","LEPA42",2527123157,950.1600647,1.979999542,"native"
"5604","Festuca elmeri","Festuca elmeri","FEEL2",1.13e+11,3883.339905,4.549999714,"native"
"5605","Tragia ramosa","Tragia ramosa","TRRA5",1.02e+12,1383.979965,7.460000396,"native"
"5606","Lotus benthamii","Acmispon cytisoides","LOBE2",30528523750,1718.899963,4.039999962,"native"
"5607","Lotus incanus","Acmispon decumbens var. decumbens","LOIN6",24575889570,2574.399963,3.140000343,"native"
"5608","Liatris densispicata","Liatris punctata var. punctata","LIDE4",3616875588,100.6999817,1.119999886,"native"
"5609","Whipplea modesta","Whipplea modesta","WHMO",1.78e+11,4610.719849,4.900000572,"native"
"5610","Anisocarpus scabridus","Anisocarpus scabridus","ANSC14",44370008037,2458.73996,3.260000229,"native"
"5611","Helianthella californica","Helianthella californica","HECA",2.45e+11,3838.26001,5.819999933,"native"
"5612","Achnatherum thurberianum","Eriocoma thurberiana","ACTH7",7.13e+11,3871.26001,5.920000315,"native"
"5613","Solidago faucibus","Solidago faucibus","SOFA",24303501323,1022.23999,2.220000267,"native"
"5614","Deinandra pentactis","Deinandra pentactis","DEPE5",25150676994,1208.100037,4.039999962,"native"
"5615","Ligusticum apiifolium","Lomatium dissectum","LIAP",1.83e+11,5297.339966,4.900000572,"native"
"5616","Lilium pardalinum","Lilium pardalinum","LIPA",3.84e+11,4505.009766,5.719999552,"native"
"5617","Synthyris reniformis","Veronica regina-nivalis","SYRE",1.48e+11,5229.869965,4.630000114,"native"
"5618","Fritillaria pinetorum","Fritillaria pinetorum","FRPI",1.9e+11,1642.889999,5.080000401,"native"
"5619","Asclepias asperula","Asclepias asperula","ASAS",1.32e+12,1494.219955,7.460000396,"native"
"5620","Pholistoma auritum","Pholistoma auritum","PHAU4",4.2e+11,2288.019951,7.399999976,"native"
"5621","Sericocarpus oregonensis","Sericocarpus oregonensis","SEOR6",1.66e+11,4364.089767,5.529999971,"native"
"5622","Heliotropium torreyi","Euploca torreyi","HETO",1.1e+11,663.6299896,1.419999599,"native"
"5623","Filipendula occidentalis","Filipendula occidentalis","FIOC",11874081350,3657.309937,2.470000267,"native"
"5624","Saxifraga aprica","Micranthes aprica","SAAP3",2.01e+11,4005.909912,5.819999933,"native"
"5625","Erythronium hendersonii","Erythronium hendersonii","ERHE7",55853497610,4284.919769,4.179999828,"native"
"5626","Chorizanthe fimbriata","Chorizanthe fimbriata","CHFI2",42436138544,773.4799728,3.03000021,"native"
"5627","Chaetopappa bellidifolia","Chaetopappa bellidifolia","CHBE2",58712461969,599.9899902,1.900000095,"native"
"5628","Hesperocyparis macrocarpa","Hesperocyparis macrocarpa","HEMA22",19089121180,3749.409882,2.639999866,"native"
"5629","Centaurium calycosum","Zeltnera calycosa","CECA3",1.52e+11,902.6300049,2.519999981,"native"
"5630","Chrysopsis godfreyi","Chrysopsis godfreyi","CHGO2",11385213792,223.1800537,2.590000153,"native"
"5631","Cevallia sinuata","Cevallia sinuata","CESI",2.63e+11,877.7799683,5.480000019,"native"
"5632","Lessingia tenuis","Lessingia tenuis","LETE8",30813772044,1208.100037,2.899999619,"native"
"5633","Lesquerella sessilis","Physaria sessilis","LESE",51619212576,755.72995,2.569999695,"native"
"5634","Bromus orcuttianus","Bromus orcuttianus","BROR2",5.31e+11,4485.899765,7.360000014,"native"
"5635","Juncus occidentalis","Juncus occidentalis","JUOC2",2.93e+11,5937.240234,5.819999933,"native"
"5636","Allium aaseae","Allium aaseae","ALAA",21875445132,1240.849976,3.920000076,"native"
"5637","Phacelia popei","Phacelia popei","PHPO",1.53e+11,787.7299805,4.700000286,"native"
"5638","Monolopia gracilens","Monolopia gracilens","MOGR",26473783352,1315.090027,4.549999714,"native"
