"","Name_submitted","Accepted_name","Group","Order","Family","Genus","Orignal_Name","Seed_Dispersal_Category","Seed_Dispersal_Orignal_Discription","Seed_Dispersal_Data_Source"
"132","Endlicheria lhotzkyi","Endlicheria lhotzkyi","Magnoliidae","Laurales","Lauraceae","Endlicheria","Endlicheria lhotzkyi","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"133","Endlicheria multiflora","Endlicheria multiflora","Magnoliidae","Laurales","Lauraceae","Endlicheria","Endlicheria levelii","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"134","Endlicheria paniculata","Endlicheria paniculata","Magnoliidae","Laurales","Lauraceae","Endlicheria","Endlicheria paniculata","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"135","Endlicheria punctulata","Endlicheria punctulata","Magnoliidae","Laurales","Lauraceae","Endlicheria","Endlicheria punctulata","Zoochory","Animal","KEW Seed Information Database (SID)"
"136","Endlicheria sprucei","Endlicheria sprucei","Magnoliidae","Laurales","Lauraceae","Endlicheria","Goeppertia praecox","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"137","Laurus azorica","Laurus azorica","Magnoliidae","Laurales","Lauraceae","Laurus","Laurus azorica","Zoochory","Endozoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"138","Laurus nobilis","Laurus nobilis","Magnoliidae","Laurales","Lauraceae","Laurus","Laurus nobilis","Zoochory","Endozoochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"139","Laurus novocanariensis","Laurus novocanariensis","Magnoliidae","Laurales","Lauraceae","Laurus","Laurus novocanariensis","Zoochory","Endozoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"140","Licaria armeniaca","Licaria armeniaca","Magnoliidae","Laurales","Lauraceae","Licaria","Licaria armeniaca","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"141","Licaria triandra","Licaria triandra","Magnoliidae","Laurales","Lauraceae","Licaria","Licaria triandra","Zoochory","Animal","KEW Seed Information Database (SID)"
"142","Licaria velutina","Licaria velutina","Magnoliidae","Laurales","Lauraceae","Licaria","Licaria velutina","Zoochory","Animal","KEW Seed Information Database (SID)"
"143","Lindera aggregata","Lindera aggregata","Magnoliidae","Laurales","Lauraceae","Lindera","Lindera aggregata","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"144","Lindera benzoin","Lindera benzoin","Magnoliidae","Laurales","Lauraceae","Lindera","Lindera benzoin","Zoochory","Animal","KEW Seed Information Database (SID)"
"145","Lindera chunii","Lindera chunii","Magnoliidae","Laurales","Lauraceae","Lindera","Lindera chunii","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"146","Lindera communis","Lindera communis","Magnoliidae","Laurales","Lauraceae","Lindera","Lindera communis","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"147","Lindera erythrocarpa","Lindera erythrocarpa","Magnoliidae","Laurales","Lauraceae","Lindera","Lindera erythrocarpa","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"148","Lindera fragrans","Lindera fragrans","Magnoliidae","Laurales","Lauraceae","Lindera","Lindera fragrans","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"149","Lindera glauca","Lindera glauca","Magnoliidae","Laurales","Lauraceae","Lindera","Lindera glauca","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"150","Lindera megaphylla","Lindera megaphylla","Magnoliidae","Laurales","Lauraceae","Lindera","Lindera megaphylla","Zoochory","Animal","KEW Seed Information Database (SID)"
"151","Lindera metcalfiana","Lindera metcalfiana","Magnoliidae","Laurales","Lauraceae","Lindera","Lindera metcalfiana","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"152","Lindera neesiana","Lindera neesiana","Magnoliidae","Laurales","Lauraceae","Lindera","Lindera neesiana","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"153","Lindera obtusiloba","Lindera obtusiloba","Magnoliidae","Laurales","Lauraceae","Lindera","Lindera obtusiloba","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"154","Lindera pulcherrima","Lindera pulcherrima","Magnoliidae","Laurales","Lauraceae","Lindera","Lindera pulcherrima var. attenuata","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"155","Lindera reflexa","Lindera reflexa","Magnoliidae","Laurales","Lauraceae","Lindera","Lindera reflexa","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"156","Litsea acutivena","Litsea acutivena","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea acutivena","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"157","Litsea baviensis","Litsea baviensis","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea baviensis","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"158","Litsea bindoniana","Litsea bindoniana","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea bindoniana","Zoochory","endozoochory","AusTraits, a curated plant trait database for the Australian flora"
"159","Litsea coreana","Litsea coreana","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea coreana var. sinensis","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"160","Litsea cubeba","Litsea cubeba","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea cubeba","Zoochory","Animal","KEW Seed Information Database (SID)"
"161","Litsea dilleniifolia","Litsea dilleniifolia","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea dilleniifolia","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"162","Litsea elongata","Litsea elongata","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea elongata","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"163","Litsea glutinosa","Litsea glutinosa","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea glutinosa","Zoochory","Animal","KEW Seed Information Database (SID)"
"164","Litsea lancifolia","Litsea lancifolia","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea lancifolia","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"165","Litsea leefeana","Litsea leefeana","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea leefeana","Zoochory","endozoochory","AusTraits, a curated plant trait database for the Australian flora"
"166","Litsea martabanica","Litsea martabanica","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea martabanica","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"167","Litsea mollis","Litsea mollis","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea mollis","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"168","Litsea monopetala","Litsea monopetala","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea monopetala","Zoochory","Animal","KEW Seed Information Database (SID)"
"169","Litsea panamanja","Litsea panamanja","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea panamanja","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"170","Litsea pungens","Litsea pungens","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea pungens","Zoochory","Endo","Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau"
"171","Litsea rotundifolia","Litsea rotundifolia","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea rotundifolia","Zoochory","Animal","KEW Seed Information Database (SID)"
"172","Litsea salicifolia","Litsea salicifolia","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea salicifolia","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"173","Litsea szemaois","Litsea szemaois","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea szemaois","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"174","Litsea veitchiana","Litsea veitchiana","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea veitchiana","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"175","Litsea verticillata","Litsea verticillata","Magnoliidae","Laurales","Lauraceae","Litsea","Litsea verticillata","Zoochory","Animal","KEW Seed Information Database (SID)"
"176","Machilus breviflora","Machilus breviflora","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus breviflora","Zoochory","Animal","KEW Seed Information Database (SID)"
"177","Machilus chinensis","Machilus chinensis","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus chinensis","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"178","Machilus gamblei","Machilus gamblei","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus gamblei","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"179","Machilus grijsii","Machilus grijsii","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus grijsii","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"180","Machilus ichangensis","Machilus ichangensis","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus ichangensis","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"181","Machilus kwangtungensis","Machilus kwangtungensis","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus kwangtungensis","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"182","Machilus leptophylla","Machilus leptophylla","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus leptophylla","Zoochory","Animal","KEW Seed Information Database (SID)"
"183","Machilus lichuanensis","Machilus lichuanensis","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus lichuanensis","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"184","Machilus litseifolia","Machilus litseifolia","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus litseifolia","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"185","Machilus melanophylla","Machilus melanophylla","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus melanophylla","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"186","Machilus oreophila","Machilus oreophila","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus oreophila","Zoochory","Animal","KEW Seed Information Database (SID)"
"187","Machilus pauhoi","Machilus pauhoi","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus pauhoi","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"188","Machilus phoenicis","Machilus phoenicis","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus phoenicis","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"189","Machilus robusta","Machilus robusta","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus robusta","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"190","Machilus rufipes","Machilus rufipes","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus rufipes","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"191","Machilus salicina","Machilus salicina","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus salicina","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"192","Machilus tenuipilis","Machilus tenuipilis","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus tenuipilis","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"193","Machilus thunbergii","Machilus thunbergii","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus thunbergii","Zoochory","Animal","KEW Seed Information Database (SID)"
"194","Machilus velutina","Machilus velutina","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus velutina","Zoochory","Animal","KEW Seed Information Database (SID)"
"195","Machilus yunnanensis","Machilus yunnanensis","Magnoliidae","Laurales","Lauraceae","Machilus","Machilus yunnanensis","Zoochory","Zoochory","Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China"
"196","Mezilaurus crassiramea","Mezilaurus crassiramea","Magnoliidae","Laurales","Lauraceae","Mezilaurus","Mezilaurus crassiramea","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
"197","Mezilaurus lindaviana","Mezilaurus lindaviana","Magnoliidae","Laurales","Lauraceae","Mezilaurus","Mezilaurus lindaviana","Zoochory","zoochor","Species able to reproduce after fire in a Brazilian Savanna"
