"","Name_submitted","Accepted_name","Family","Order","Superorder","Group (Dicot, Monocot, Gymnosperm, Fern)","Sample reference code","Life cycle habit (annual, biennial, perennial)","Plant growth habit (aquatic, forb, graminoid,  herbaceous vine, liana, shrub, tree)","Nearctic","Neotropic","Palearctic","Afrotropic","Indo-Malay","Australasia","Oceania","Number of Biogeographic Realms","Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Dry Broadleaf Forests","Tropical and Subtropical Coniferous Forests","Temperate Broadleaf and Mixed Forests","Temperate Coniferous Forests","Boreal Forests/Taiga","Tropical and Subtropical Grasslands, Savannas, and Shrublands","Temperate Grasslands, Savannas, and Shrublands","Flooded Grasslands and Savannas","Montane Grasslands and Shrublands","Tundra","Mediterranean Forests, Woodlands, and Scrub","Deserts and Xeric Shrublands","Mangroves","Number of Biomes","C (%)","S (%)","R (%)","CSR","Colour values for SigmaPlot","Growth habit (grey shade)","Growth habit (colour)","Growth habit (symbol)"
"353","Bellidiastrum michelii Cass.","Aster bellidiastrum","Asteraceae","Asterales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,34.3691174629839,0,65.6308825370161,"R/CR","@rgb(88,0,167)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"354","Bellis perennis L.","Bellis perennis","Asteraceae","Asterales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,21.1295275315623,0,78.8704724684377,"R/CR","@rgb(54,0,201)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"355","Berberis vulgaris L. vulgaris","Berberis vulgaris subsp. vulgaris","Berberidaceae","Ranunculales","Ranunculanae","Dicot","Cerabolini/Pierce","perennial","tree",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,5,18.0305488900897,70.6826031362116,11.2868479736987,"S/CS","@rgb(46,180,29)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"356","Berchemia scandens (Hill) K. Koch","Berchemia scandens","Rhamnaceae","Rosales","Rosanae","Dicot","Weiher","perennial","liana",1,1,0,0,0,0,0,2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,5,11.0904309966508,80.4724898018375,8.43707920151162,"S","@rgb(28,205,22)","@rgb(128,128,128)","@rgb(128,128,128)","@symbol(3,512,0)"
"357","Berteroa incana (L.) DC.","Berteroa incana","Brassicaceae","Brassicales","Rosanae","Dicot","Kleyer","biennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,10.8382426572489,43.2164525795785,45.9453047631727,"SR/CSR","@rgb(28,110,117)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"358","Berula erecta (Huds.) Coville","Berula erecta","Apiaceae","Apiales","Asteranae","Dicot","Cerabolini/Pierce","perennial","aquatic",1,1,1,1,0,0,0,4,1,1,1,1,1,0,1,1,0,1,0,1,1,0,10,25.798590362593,0,74.201409637407,"R/CR","@rgb(66,0,189)","@rgb(192,192,192)","@rgb(0,0,255)","@symbol(5,512,0)"
"359","Betonica macrantha K. Koch","Betonica macrantha","Lamiaceae","Lamiales","Asteranae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,46.1078736246067,33.8911998245022,20.0009265508911,"CS/CSR","@rgb(118,86,51)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"360","Betula alleghaniensis Britton","Betula alleghaniensis","Betulaceae","Fagales","Rosanae","Dicot","Shipley","perennial","tree",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,17.8616182770631,58.4968049282997,23.6415767946373,"S/CSR","@rgb(46,149,60)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"361","Betula litwinowii Doluch.","Betula pubescens var. litwinowii","Betulaceae","Fagales","Rosanae","Dicot","Soudzilovskaia","perennial","tree",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,31.0852398519252,48.6122709253843,20.3024892226906,"S/CSR","@rgb(79,124,52)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"362","Betula nana L.","Betula nana","Betulaceae","Fagales","Rosanae","Dicot","Kleyer","perennial","shrub",1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,2.44168116367362,85.6344176214251,11.9239012149012,"S","@rgb(6,218,30)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"363","Betula pendula Roth","Betula pendula","Betulaceae","Fagales","Rosanae","Dicot","Díaz","perennial","tree",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,6,17.0379914878566,73.1805657231526,9.78144278899076,"S/CS","@rgb(43,187,25)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"364","Betula populifolia Marshall","Betula populifolia","Betulaceae","Fagales","Rosanae","Dicot","Shipley","perennial","tree",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,15.928797622669,68.2687127019074,15.8024896754236,"S/CS","@rgb(41,174,40)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"365","Bidens andicola Kunth","Bidens andicola","Asteraceae","Asterales","Asteranae","Dicot","Díaz","perennial","shrub",0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,6,15.4009076498516,68.975747417981,15.6233449321674,"S/SR","@rgb(39,176,40)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"366","Bidens cernua L.","Bidens cernua","Asteraceae","Asterales","Asteranae","Dicot","Shipley","annual","forb",1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,25.9323314221986,27.4437747906642,46.6238937871372,"R/CSR","@rgb(66,70,119)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"367","Bidens connata Muhl. ex Willd.","Bidens connata","Asteraceae","Asterales","Asteranae","Dicot","Kleyer","annual","forb",1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,26.7131327396004,0,73.2868672603996,"R/CR","@rgb(68,0,187)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"368","Bidens frondosa L.","Bidens frondosa","Asteraceae","Asterales","Asteranae","Dicot","Cerabolini/Pierce","annual","forb",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,5,45.5265389662891,5.61657841416288,48.856882619548,"CR","@rgb(116,14,125)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"369","Bidens radiata Thuill.","Bidens radiata","Asteraceae","Asterales","Asteranae","Dicot","Kleyer","annual","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,62.8767933306067,0,37.1232066693933,"C/CR","@rgb(160,0,95)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"370","Bidens tripartita L. tripartita","Bidens tripartita","Asteraceae","Asterales","Asteranae","Dicot","Cerabolini/Pierce","annual","forb",1,0,1,0,1,0,0,3,1,0,0,1,1,1,0,1,0,1,0,1,1,0,8,43.9948456144973,0,56.0051543855027,"CR","@rgb(112,0,143)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"371","Bifora radians M. Bieb.","Bifora radians","Apiaceae","Apiales","Asteranae","Dicot","Kleyer","annual","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,32.6595458267657,0,67.3404541732343,"R/CR","@rgb(83,0,172)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"372","Biscutella laevigata L.","Biscutella laevigata","Brassicaceae","Brassicales","Rosanae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,46.6643226171173,0,53.3356773828827,"CR","@rgb(119,0,136)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"373","Bistorta officinalis Delarbre","Bistorta officinalis","Polygonaceae","Caryophyllales","Caryophyllanae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,4,45.3938819220692,30.1286648876115,24.4774531903194,"C/CSR","@rgb(116,77,62)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"374","Bistorta vivipara (L.) Delarbre","Bistorta vivipara","Polygonaceae","Caryophyllales","Caryophyllanae","Dicot","Cerabolini/Pierce","perennial","forb",1,0,1,0,1,0,0,3,1,0,0,1,1,1,0,1,0,1,1,1,0,0,8,15.9746156154894,60.7303192195621,23.2950651649485,"S/CSR","@rgb(41,155,59)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"375","Blackstonia perfoliata (L.) Huds.","Blackstonia perfoliata","Gentianaceae","Gentianales","Asteranae","Dicot","Kleyer","annual","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,6.27147594665028,34.8529842859301,58.8755397674196,"SR","@rgb(16,89,150)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"376","Blechnum spicant (L.) Roth","Blechnum spicant","Blechnaceae","Polypodiales",NA,"Fern","Cerabolini","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,69.4036803852257,0,30.5963196147743,"C/CR","@rgb(177,0,78)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"377","Blepharoneuron tricholepis (Torr.) Nash","Muhlenbergia tricholepis","Poaceae","Poales","Lilianae","Monocot","Laughlin","perennial","graminoid",1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,2.30155150344744,97.6984484965526,0,"S","@rgb(6,249,0)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"378","Blephilia ciliata (L.) Benth.","Blephilia ciliata","Lamiaceae","Lamiales","Asteranae","Dicot","Weiher","perennial","forb",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,8.37671852684007,74.4232074651617,17.2000740079982,"S/SR","@rgb(21,190,44)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"379","Blysmus compressus (L.) Panz. ex Link","Blysmus compressus","Cyperaceae","Poales","Lilianae","Monocot","Kleyer","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,4,14.7854023475876,62.9258099783511,22.2887876740613,"S/CSR","@rgb(38,160,57)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"380","Blysmus rufus (Huds.) Link","Blysmus rufus","Cyperaceae","Poales","Lilianae","Monocot","Kleyer","perennial","graminoid",1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,1,1,0,0,5,2.89602265058366,95.2983864712592,1.80559087815709,"S","@rgb(7,243,5)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"381","Borago officinalis L.","Borago officinalis","Boraginaceae","Boraginales","Asteranae","Dicot","Kleyer","annual","forb",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.7435422887477,0,42.2564577112523,"CR","@rgb(147,0,108)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"382","Borojoa panamensis Dwyer","Alibertia dwyeri","Rubiaceae","Gentianales","Asteranae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.4439102153001,38.2828788985963,7.27321088610366,"CS","@rgb(139,98,19)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"383","Bothriochloa insculpta (Hochst. ex A. Rich.) A. Camus ",NA,"Poaceae","Poales","Lilianae","Monocot","Buffa/Nyakunga","perennial","graminoid",0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,4,10.8977240236828,47.7400559358178,41.3622200404995,"SR/CSR","@rgb(28,122,105)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"384","Botrychium lunaria (L.) Sw.","Botrychium lunaria","Ophioglossaceae","Ophioglossales",NA,"Fern","Soudzilovskaia","perennial","forb",1,1,1,0,1,1,0,5,0,0,0,1,1,1,0,0,0,1,1,1,0,0,6,25.4243994149244,23.8482682772221,50.7273323078535,"R/CSR","@rgb(65,61,129)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"385","Bouteloua curtipendula (Michx.) Torr.","Bouteloua curtipendula","Poaceae","Poales","Lilianae","Monocot","Laughlin","perennial","graminoid",1,1,0,0,0,0,0,2,1,1,1,1,1,0,1,1,0,0,0,1,1,0,9,15.212511475036,66.0109672316122,18.7765212933518,"S/SR","@rgb(39,168,48)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"386","Bouteloua gracilis (Kunth) Lag. ex Griffiths","Bouteloua gracilis","Poaceae","Poales","Lilianae","Monocot","Laughlin","annual","graminoid",1,1,0,0,0,0,0,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,6,4.73592129987492,73.1019350155441,22.162143684581,"S/SR","@rgb(12,186,57)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"387","Bouteloua hirsuta Lag.","Bouteloua hirsuta","Poaceae","Poales","Lilianae","Monocot","Reich","perennial","graminoid",1,1,0,0,0,0,0,2,1,1,0,1,1,0,0,1,0,0,0,0,1,0,6,12.7326071057373,70.5356616538395,16.7317312404232,"S/SR","@rgb(32,180,43)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"388","Bouteloua simplex Lag.","Bouteloua simplex","Poaceae","Poales","Lilianae","Monocot","Laughlin","annual","graminoid",1,1,0,0,0,0,0,2,1,1,1,0,1,0,1,1,0,1,0,0,1,0,8,0,100,0,"S","@rgb(0,255,0)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"389","Bowdichia virgilioides Kunth","Bowdichia virgilioides","Fabaceae","Fabales","Rosanae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,5,21.7134166294013,73.7779203346013,4.50866303599737,"S/CS","@rgb(55,188,11)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"390","Brachypodium distachyon (L.) P. Beauv.","Brachypodium distachyon","Poaceae","Poales","Lilianae","Monocot","Wright","annual","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,5,1.7221923783967,56.3162869757849,41.9615206458184,"SR","@rgb(4,144,107)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"391","Brachypodium phoenicoides (L.) P. Beauv. ex Roem. & Schult.","Brachypodium phoenicoides","Poaceae","Poales","Lilianae","Monocot","Díaz","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,18.2727556400924,63.2486982923467,18.478546067561,"S/CSR","@rgb(47,161,47)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"392","Brachypodium rupestre (Host) Roem. & Schult.","Brachypodium pinnatum","Poaceae","Poales","Lilianae","Monocot","Cerabolini/Pierce","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,23.649926525216,40.8309314387593,35.5191420360247,"SR/CSR","@rgb(60,104,91)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"393","Brachypodium sylvaticum (Huds.) P. Beauv. sylvaticum","Brachypodium sylvaticum subsp. sylvaticum","Poaceae","Poales","Lilianae","Monocot","Cerabolini/Pierce","perennial","graminoid",0,0,1,0,1,1,0,3,1,0,0,1,1,1,0,1,0,1,0,1,0,0,7,26.3411420945904,21.406265120463,52.2525927849466,"R/CSR","@rgb(67,55,133)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"394","Brassica elongata Ehrh.","Brassica elongata","Brassicaceae","Brassicales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,31.5808122237968,33.9688925159058,34.4502952602975,"CSR","@rgb(81,87,88)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"395","Brassica napus L. napus","Brassica napus","Brassicaceae","Brassicales","Rosanae","Dicot","Cerabolini","biennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,57.9861072758633,0.262408396562338,41.7514843275743,"CR","@rgb(148,1,106)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"396","Brassica nigra (L.) W.D.J. Koch","Mutarda nigra","Brassicaceae","Brassicales","Rosanae","Dicot","Kleyer","annual","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,5,64.4430689100179,0,35.5569310899821,"C/CR","@rgb(164,0,91)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"397","Brassica oleracea L.","Brassica oleracea","Brassicaceae","Brassicales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,18.8191898461433,59.0606156358436,22.1201945180131,"S/CSR","@rgb(48,151,56)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"398","Brassica rapa L.","Brassica rapa","Brassicaceae","Brassicales","Rosanae","Dicot","Kleyer","biennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,57.4771125690088,0,42.5228874309912,"CR","@rgb(147,0,108)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"399","Briza marcowiczii Woronow","Briza marcowiczii","Poaceae","Poales","Lilianae","Monocot","Soudzilovskaia","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,10.8143672730226,45.6630061516446,43.5226265753328,"SR","@rgb(28,116,111)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"400","Briza media L.","Briza media","Poaceae","Poales","Lilianae","Monocot","Cerabolini","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,22.1103839041952,27.1659250328855,50.7236910629193,"R/CSR","@rgb(56,69,129)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"401","Bromopsis variegata (M. Bieb.) Holub","Bromus variegatus","Poaceae","Poales","Lilianae","Monocot","Soudzilovskaia","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,19.9016720223301,60.4037295889538,19.6945983887161,"S/CSR","@rgb(51,154,50)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"402","Bromus arvensis L.","Bromus arvensis","Poaceae","Poales","Lilianae","Monocot","Kleyer","annual","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,26.2084373501985,45.2212397116461,28.5703229381554,"S/CSR","@rgb(67,115,73)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"403","Bromus benekenii (Lange) Trimen","Bromus benekenii","Poaceae","Poales","Lilianae","Monocot","Kleyer","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,9.33762301941973,59.369751979398,31.2926250011823,"S/SR","@rgb(24,151,80)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"404","Bromus ciliatus L.","Bromus ciliatus","Poaceae","Poales","Lilianae","Monocot","Laughlin","perennial","graminoid",1,1,0,0,0,0,0,2,0,0,1,1,1,1,0,1,0,0,0,0,1,0,6,11.8284280341066,48.79915751332,39.3724144525734,"SR/CSR","@rgb(30,124,100)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"405","Bromus commutatus Schrad.","Bromus commutatus","Poaceae","Poales","Lilianae","Monocot","Kleyer","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,26.5454319926572,29.3037774262434,44.1507905810994,"R/CSR","@rgb(68,75,113)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"406","Bromus diandrus Roth","Bromus diandrus","Poaceae","Poales","Lilianae","Monocot","Cerabolini/Pierce","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22.7341309937883,38.8955004526053,38.3703685536064,"SR/CSR","@rgb(58,99,98)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"407","Bromus erectus Huds.","Bromus erectus","Poaceae","Poales","Lilianae","Monocot","Kleyer","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,11.809792086883,64.3940463356347,23.7961615774822,"S/SR","@rgb(30,164,61)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"408","Bromus grossus Desf. ex DC.","Bromus grossus","Poaceae","Poales","Lilianae","Monocot","Kleyer","annual","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12.8949683351463,43.4628074311876,43.6422242336661,"SR/CSR","@rgb(33,111,111)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"409","Bromus hordeaceus L. hordeaceus","Bromus hordeaceus subsp. hordeaceus","Poaceae","Poales","Lilianae","Monocot","Cerabolini/Pierce","annual","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,17.4044979577843,47.029333921194,35.5661681210217,"SR/CSR","@rgb(44,120,91)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"410","Bromus inermis Leyss.","Bromus inermis","Poaceae","Poales","Lilianae","Monocot","Cerabolini/Pierce","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,8,37.2757916055596,38.7979608734035,23.9262475210369,"CS/CSR","@rgb(95,99,61)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"411","Bromus japonicus Houtt.","Bromus japonicus","Poaceae","Poales","Lilianae","Monocot","Díaz","annual","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,7,13.351936607057,54.8358567900755,31.8122066028675,"S/CSR","@rgb(34,140,81)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"412","Bromus kalmii A. Gray","Bromus kalmii","Poaceae","Poales","Lilianae","Monocot","Weiher","perennial","graminoid",1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,5,16.3828819198671,55.3687994625638,28.248318617569,"S/CSR","@rgb(42,141,72)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"413","Bromus lanceolatus Roth","Bromus lanceolatus","Poaceae","Poales","Lilianae","Monocot","Kleyer","annual","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,6,4.53456037977651,43.7541252133144,51.7113144069091,"SR","@rgb(12,112,132)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"414","Bromus madritensis L.","Bromus madritensis","Poaceae","Poales","Lilianae","Monocot","Kleyer","annual","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,4,8.04185017792905,31.1195614594316,60.8385883626394,"R/SR","@rgb(21,79,155)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"415","Bromus racemosus L.","Bromus racemosus","Poaceae","Poales","Lilianae","Monocot","Kleyer","annual","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,44.959202010889,6.70412283775366,48.3366751513574,"CR","@rgb(115,17,123)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"416","Bromus ramosus Huds.","Bromus ramosus","Poaceae","Poales","Lilianae","Monocot","Díaz","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,5,36.642824784236,29.9629764940458,33.3941987217183,"CSR","@rgb(93,76,85)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"417","Bromus secalinus L.","Bromus secalinus","Poaceae","Poales","Lilianae","Monocot","Kleyer","annual","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,31.9024237746365,42.4146807139073,25.6828955114562,"CSR","@rgb(81,108,65)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"418","Bromus squarrosus L.","Bromus squarrosus","Poaceae","Poales","Lilianae","Monocot","Kleyer","annual","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,5,35.5221777777311,16.4281189584302,48.0497032638387,"CR/CSR","@rgb(91,42,123)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"419","Bromus sterilis L.","Bromus sterilis","Poaceae","Poales","Lilianae","Monocot","Cerabolini/Pierce","annual","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,15.9921059012547,40.0967363060945,43.9111577926508,"SR/CSR","@rgb(41,102,112)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"420","Brosimum alicastrum Sw.","Brosimum alicastrum","Moraceae","Rosales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,36.0314598705524,55.5021337826743,8.46640634677336,"CS","@rgb(92,142,22)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"421","Brosimum guianense (Aubl.) Huber","Brosimum guianense","Moraceae","Rosales","Rosanae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4,36.654580680378,49.0137379301338,14.3316813894882,"CS/CSR","@rgb(93,125,37)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"422","Brosimum utile (Kunth) Oken","Brosimum utile","Moraceae","Rosales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,49.3251312954036,50.5117599508071,0.163108753789284,"CS","@rgb(126,129,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"423","Broussonetia papyrifera (L.) Vent.","Broussonetia papyrifera","Moraceae","Rosales","Rosanae","Dicot","Cerabolini/Pierce","perennial","tree",0,0,1,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,59.0778594158914,22.4077946537876,18.514345930321,"C/CSR","@rgb(151,57,47)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
