Accepted Symbol,Synonym Symbol,Symbol,Scientific Name,PLANTS Floristic Area,State and Province,Category,Family,Duration,Growth Habit,Native Status,Characteristics Data,Active Growth Period,After Harvest Regrowth Rate,Bloat,C:N Ratio,Coppice Potential,Fall Conspicuous,Fire Resistance,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Foliage Porosity Winter,Foliage Texture,Fruit Color,Fruit Conspicuous,Growth Form,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Known Allelopath,Leaf Retention,Lifespan,Low Growing Grass,Nitrogen Fixation,Resprout Ability,Shape and Orientation,Toxicity,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,Adapted to Fine Textured Soils,Anaerobic Tolerance,CaCO<SUB>3</SUB> Tolerance,Cold Stratification Required,Drought Tolerance,Fertility Requirement,Fire Tolerance,"Frost Free Days, Minimum",Hedge Tolerance,Moisture Use,pH (Minimum),pH (Maximum),"Planting Density per Acre, Minimum","Planting Density per Acre, Maximum",Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,"Temperature, Minimum (F)",Bloom Period,Commercial Availability,Fruit/Seed Abundance,Fruit/Seed Period Begin,Fruit/Seed Period End,Fruit/Seed Persistence,Propogated by Bare Root,Propogated by Bulbs,Propogated by Container,Propogated by Corms,Propogated by Cuttings,Propogated by Seed,Propogated by Sod,Propogated by Sprigs,Propogated by Tubers,Seeds per Pound,Seed Spread Rate,Seedling Vigor,Small Grain,Vegetative Spread Rate,Berry/Nut/Seed Product,Christmas Tree Product,Fodder Product,Fuelwood Product,Lumber Product,Naval Store Product,Nursery Stock Product,Palatable Browse Animal,Palatable Graze Animal,Palatable Human,Post Product,Protein Potential,Pulpwood Product,Veneer Product
DAFO,,DAFO,Dalea formosa,NA (L48),"USA(AZ, CO, NM, OK, TX)",Dicot,Fabaceae,Perennial,"Subshrub, Shrub",L48(N),Yes,"Spring, Summer, Fall",,None,Medium,No,Yes,No,Purple,Yes,Gray-Green,Dense,Moderate,Fine,Brown,No,Multiple Stem,Slow,3,3,No,No,Long,No,Medium,Yes,Semi-Erect,None,Yes,Yes,No,None,Medium,No,High,Low,Medium,160,None,Low,5.5,7.5,700,1200,12,20,16,Medium,Intolerant,-13,Indeterminate,Contracting Only,Medium,Spring,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Slow,Medium,No,None,No,No,Yes,,No,No,No,Medium,Medium,No,No,Low,No,No
DAFR2,,DAFR2,Dalea frutescens,NA (L48),"USA(NM, OK, TX)",Dicot,Fabaceae,Perennial,"Subshrub, Shrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAGA,,DAGA,Dalea gattingeri,NA (L48),"USA(AL, AR, GA, MO, TN)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAGR,,DAGR,Dalea grayi,NA (L48),"USA(AZ, NM)",Dicot,Fabaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAGR2,,DAGR2,Dalea greggii,NA (L48),"USA(NM, TX)",Dicot,Fabaceae,Perennial,Subshrub,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAHA,,DAHA,Dalea hallii,NA (L48),USA(TX),Dicot,Fabaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAJA,,DAJA,Dalea jamesii,NA (L48),"USA(AZ, CO, KS, NM, OK, TX)",Dicot,Fabaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALA,,DALA,Dalea lachnostachys,NA (L48),"USA(AZ, NM, TX)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALA3,,DALA3,Dalea lanata,NA (L48),"USA(AR, AZ, CO, KS, NE, NM, NV, OK, TX, UT)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALAL,,DALAL,Dalea lanata var. lanata,NA (L48),"USA(AR, CO, KS, NE, NM, OK, TX)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALAT,,DALAT,Dalea lanata var. terminalis,NA (L48),"USA(AZ, CO, NM, NV, TX, UT)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALA6,,DALA6,Dalea laniceps,NA (L48),USA(TX),Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALA4,,DALA4,Dalea lasiathera,NA (L48),USA(TX),Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALE3,,DALE3,Dalea leporina,NA (L48),"USA(AL, AZ, CO, IA, IL, IN, KS, MA, MI, MN, MO, ND, NE, NM, OH, PA, SD, TN, TX, VA, WI)",Dicot,Fabaceae,Annual,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALU,,DALU,Dalea lumholtzii,NA (L48),USA(AZ),Dicot,Fabaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAME6,,DAME6,Dalea mexiae,,,Dicot,Fabaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAMO,,DAMO,Dalea mollis,NA (L48),"USA(AZ, CA)",Dicot,Fabaceae,Annual,"Forb/herb, Subshrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAMO2,,DAMO2,Dalea mollissima,NA (L48),"USA(AZ, CA, NV)",Dicot,Fabaceae,"Annual, Perennial",Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAMO4,,DAMO4,Dalea mountjoyae,NA (L48),"USA(AL, FL, GA, LA, MS)",Dicot,Fabaceae,Perennial,"Forb/herb, Subshrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAMU,,DAMU,Dalea multiflora,NA (L48),"USA(CO, KS, MO, NE, OK, TX)",Dicot,Fabaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANA,,DANA,Dalea nana,NA (L48),"USA(AZ, CO, KS, NM, OK, TX)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANAC,,DANAC,Dalea nana var. carnescens,NA (L48),"USA(AZ, NM, TX)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANAN,,DANAN,Dalea nana var. nana,NA (L48),"USA(AZ, CO, KS, NM, OK, TX)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANE,,DANE,Dalea neomexicana,NA (L48),"USA(AZ, NM, TX)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANEL,,DANEL,Dalea neomexicana var. longipila,NA (L48),USA(TX),Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANEN,,DANEN,Dalea neomexicana var. neomexicana,NA (L48),"USA(AZ, NM, TX)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAOB,,DAOB,Dalea obovata,NA (L48),USA(TX),Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAOR2,,DAOR2,Dalea ornata,NA (L48),"USA(CA, ID, NV, OR, WA)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPH2,,DAPH2,Dalea phleoides,NA (L48),"USA(AR, LA, OK, TX)",Dicot,Fabaceae,Perennial,"Forb/herb, Subshrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPHM,,DAPHM,Dalea phleoides var. microphylla,NA (L48),"USA(AR, OK, TX)",Dicot,Fabaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPHP,,DAPHP,Dalea phleoides var. phleoides,NA (L48),"USA(LA, OK, TX)",Dicot,Fabaceae,Perennial,"Forb/herb, Subshrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPI2,,DAPI2,Dalea pinnata,NA (L48),"USA(AL, FL, GA, LA, MS, NC, SC)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPIP,,DAPIP,Dalea pinnata var. pinnata,NA (L48),"USA(AL, FL, GA, NC, SC)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPIT,,DAPIT,Dalea pinnata var. trifoliata,NA (L48),"USA(AL, FL, GA, LA, MS)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPO,,DAPO,Dalea pogonathera,NA (L48),"USA(AZ, NM, TX)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPOP,,DAPOP,Dalea pogonathera var. pogonathera,NA (L48),"USA(AZ, NM, TX)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPOW,,DAPOW,Dalea pogonathera var. walkerae,NA (L48),USA(TX),Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPO3,,DAPO3,Dalea polygonoides,NA (L48),"USA(AZ, NM, TX)",Dicot,Fabaceae,Annual,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPR,,DAPR,Dalea pringlei,NA (L48),USA(AZ),Dicot,Fabaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPU4,,DAPU4,Dalea pulchra,NA (L48),"USA(AZ, NM)",Dicot,Fabaceae,Perennial,"Subshrub, Shrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPU5,,DAPU5,Dalea purpurea,"NA (L48, CAN)","CAN(AB, MB, ON, SK), USA(AL, AR, AZ, CO, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, MT, ND, NE, NM, NY, OH, OK, SD, TN, TX, WI, WY)",Dicot,Fabaceae,Perennial,"Forb/herb, Subshrub",L48(N)CAN(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPUA,,DAPUA,Dalea purpurea var. arenicola,NA (L48),"USA(CO, KS, NE, NM, OK, TX)",Dicot,Fabaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPUP,,DAPUP,Dalea purpurea var. purpurea,"NA (L48, CAN)","CAN(AB, MB, ON, SK), USA(AL, AR, AZ, CO, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, MT, ND, NE, NM, NY, OH, OK, SD, TN, TX, WI, WY)",Dicot,Fabaceae,Perennial,"Forb/herb, Subshrub",L48(N)CAN(N),Yes,Spring and Summer,Slow,Low,Medium,No,No,No,Purple,Yes,Green,Porous,Porous,Coarse,Brown,No,Multiple Stem,Moderate,,3,No,No,Moderate,No,Low,No,Erect,None,Yes,Yes,Yes,None,Medium,Yes,Medium,Medium,Medium,120,None,Medium,6,8,,,16,24,16,None,Intolerant,-38,Summer,Routinely Available,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,317000,Slow,Medium,No,None,No,No,Yes,,No,No,No,Medium,Medium,No,No,High,No,No
DARE2,,DARE2,Dalea reverchonii,NA (L48),USA(TX),Dicot,Fabaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DASA,,DASA,Dalea sabinalis,NA (L48),USA(TX),Dicot,Fabaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DASC3,,DASC3,Dalea scandens,NA (L48),USA(TX),Dicot,Fabaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DASCP,,DASCP,Dalea scandens var. paucifolia,NA (L48),USA(TX),Dicot,Fabaceae,Perennial,"Forb/herb, Subshrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DASC4,,DASC4,Dalea scariosa,NA (L48),USA(NM),Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DASE3,,DASE3,Dalea searlsiae,NA (L48),"USA(AZ, CA, NV, UT)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE4,,DATE4,Dalea tentaculoides,NA (L48),USA(AZ),Dicot,Fabaceae,Perennial,Subshrub,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE5,,DATE5,Dalea tenuifolia,NA (L48),"USA(AZ, CO, KS, NM, OK, TX)",Dicot,Fabaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE6,,DATE6,Dalea tenuis,NA (L48),USA(TX),Dicot,Fabaceae,Perennial,"Forb/herb, Subshrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAUR,,DAUR,Dalea urceolata,NA (L48),"USA(AZ, NM)",Dicot,Fabaceae,Annual,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVE,,DAVE,Dalea versicolor,NA (L48),"USA(AZ, NM)",Dicot,Fabaceae,Perennial,"Subshrub, Shrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVEG2,,DAVEG2,Dalea versicolor var. glabrescens,,,Dicot,Fabaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVES,,DAVES,Dalea versicolor var. sessilis,NA (L48),"USA(AZ, NM)",Dicot,Fabaceae,Perennial,"Shrub, Subshrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVEV,,DAVEV,Dalea versicolor var. versicolor,NA (L48),"USA(AZ, NM)",Dicot,Fabaceae,Perennial,"Subshrub, Shrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVI,,DAVI,Dalea villosa,"NA (L48, CAN)","CAN(MB, SK), USA(AR, CO, IA, KS, LA, MI, MN, MO, MT, ND, NE, NM, OK, SD, TX, WI, WY)",Dicot,Fabaceae,Perennial,"Forb/herb, Subshrub",L48(N)CAN(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIG,,DAVIG,Dalea villosa var. grisea,NA (L48),"USA(AR, LA, TX)",Dicot,Fabaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIV,,DAVIV,Dalea villosa var. villosa,"NA (L48, CAN)","CAN(MB, SK), USA(CO, IA, KS, MI, MN, MO, MT, ND, NE, NM, OK, SD, TX, WI, WY)",Dicot,Fabaceae,Perennial,"Forb/herb, Subshrub",L48(N)CAN(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVI5,,DAVI5,Dalea virgata,,,Dicot,Fabaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAWR,,DAWR,Dalea wrightii,NA (L48),"USA(AZ, NM, TX)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAWRW2,,DAWRW2,Dalea wrightii var. warnockii,NA (L48),USA(TX),Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAWRW,,DAWRW,Dalea wrightii var. wrightii,NA (L48),"USA(AZ, NM, TX)",Dicot,Fabaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALEC,,DALEC,Dalechampia,"PR, VI","USA+(PR, VI)",Dicot,Euphorbiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DASC5,,DASC5,Dalechampia scandens,"PR, VI","USA+(PR, VI)",Dicot,Euphorbiaceae,Perennial,"Vine, Forb/herb",PR(N)VI(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALIB,,DALIB,Dalibarda,NA (L48),"CAN(NB, NS, ON, PE, QC), USA(CT, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, VA, VT, WV)",Dicot,Rosaceae,,,L48(N)CAN(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARE,,DARE,Dalibarda repens,"NA (L48, CAN)","CAN(NB, NS, ON, PE, QC), USA(CT, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, VA, VT, WV)",Dicot,Rosaceae,Perennial,Forb/herb,L48(N)CAN(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALTO,,DALTO,Daltonia,NA (L48),,Moss,Daltoniaceae,,,NA(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DASP4,,DASP4,Daltonia splachnoides,NA (L48),,Moss,Daltoniaceae,,Nonvascular,NA(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAMAS,,DAMAS,Damasonium,NA (L48),"USA(CA, ID, NV, OR, WA)",Monocot,Alismataceae,,,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DACA12,,DACA12,Damasonium californicum,NA (L48),"USA(CA, ID, NV, OR, WA)",Monocot,Alismataceae,Perennial,Forb/herb,L48(N),Yes,Spring and Summer,Slow,None,Medium,No,No,No,White,Yes,Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,,2,No,No,Short,No,None,No,Erect,None,No,Yes,Yes,High,Medium,No,None,Low,Low,120,None,High,5.8,7.8,2700,4800,12,18,8,None,Intolerant,-23,Mid Spring,No Known Source,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,Yes,No,360000,Slow,Low,No,Slow,No,No,No,,No,No,No,,,No,No,,No,No
DAMNA,,DAMNA,Damnacanthus,,,Dicot,Rubiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIN8,,DAIN8,Damnacanthus indicus,,,Dicot,Rubiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANAE,,DANAE,Danaea,PR,USA+(PR),Fern,Marattiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAEL,,DAEL,Danaea elliptica,PR,USA+(PR),Fern,Marattiaceae,Perennial,Forb/herb,PR(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAJA2,,DAJA2,Danaea jamaicensis,PR,USA+(PR),Fern,Marattiaceae,Perennial,Forb/herb,PR(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
