State,Raw.Scientific.Name,Clean.Scientific.Name,Reg.Level,Accepted.Symbol,Native.Status
CO,Carduus nutans,Carduus nutans,List B Noxious Weeds,CANU4,L48(I)CAN(I)
CO,Carum carvi,Carum carvi,List B Noxious Weeds,CACA19,L48(I)CAN(I)GL(I)SPM(I)
CO,Centaurea diffusa,Centaurea diffusa,List B Noxious Weeds,CEDI3,L48(I)CAN(I)
CO,Centaurea maculosa,Centaurea maculosa,List B Noxious Weeds,CESTM,
CO,Centaurea pratensis,Centaurea pratensis,List A Noxious Weeds,CENI3,
CO,Centaurea solstitialis,Centaurea solstitialis,List A Noxious Weeds,CESO3,L48(I)CAN(I)
CO,Centaurea virgata,Centaurea virgata,List A Noxious Weeds,CEVI,L48(I)
CO,Centaurea x psammongena,Centaurea x psammogena,List B Noxious Weeds,CEPS,CAN(I)NA(I)
CO,Chondrilla juncea,Chondrilla juncea,List A Noxious Weeds,CHJU,L48(I)CAN(I)
CO,Chyrsanthemum leucanthemum,Chrysanthemum leucanthemum,List B Noxious Weeds,LEVU,
CO,Cichorium intybus,Cichorium intybus,List C Noxious Weeds,CIIN,L48(I)CAN(I)SPM(I)
CO,Circium arvense,Cirsium arvense,List B Noxious Weeds,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
CO,Cirsium vulgare,Cirsium vulgare,List B Noxious Weeds,CIVU,L48(I)AK(I)HI(I)CAN(I)SPM(I)
CO,Clematis orientalis,Clematis orientalis,List B Noxious Weeds,CLOR,L48(I)CAN(I)
CO,Conium maculatum,Conium maculatum,List C Noxious Weeds,COMA2,L48(I)CAN(I)
CO,Convolvulus arvensis,Convolvulus arvensis,List C Noxious Weeds,COAR4,L48(I)HI(I)CAN(I)
CO,Crupina vulgaris,Crupina vulgaris,List A Noxious Weeds,CRVU2,L48(I)
CO,Cynoglossum officinale,Cynoglossum officinale,List B Noxious Weeds,CYOF,L48(I)CAN(I)
CO,Cyperus esculentus,Cyperus esculentus,List B Noxious Weeds,CYES,"L48(I,N)HI(I)PR(I)VI(I)CAN(I)"
CO,Dipsacus fullonum,Dipsacus fullonum,List B Noxious Weeds,DIFU2,L48(I)CAN(I)
CO,Dipsacus laciniatus,Dipsacus laciniatus,List B Noxious Weeds,DILA4,L48(I)CAN(I)
CO,Elaeagnus angustifolia,Elaeagnus angustifolia,List B Noxious Weeds,ELAN,L48(I)CAN(I)
CO,Elymus repens,Elymus repens,List C Noxious Weeds,ELRE4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
CO,Elytrigia repens,Elytrigia repens,List B Noxious Weeds,ELRE4,
CO,Epilobium hirsutum,Epilobium hirsutum,List A Noxious Weeds,EPHI,L48(I)CAN(I)
CO,Erodium cicutarium,Erodium cicutarium,List C Noxious Weeds,ERCI6,L48(I)AK(I)HI(I)CAN(I)GL(I)
CO,Euphorbia cyparissias,Euphorbia cyparissias,List A Noxious Weeds,EUCY2,L48(I)CAN(I)
CO,Euphorbia esula,Euphorbia esula,List B Noxious Weeds,EUES,L48(I)CAN(I)
CO,Euphorbia myrsinites,Euphorbia myrsinites,List A Noxious Weeds,EUMY2,L48(I)CAN(I)
CO,Halogeton glomeratus,Halogeton glomeratus,List C Noxious Weeds,HAGL,L48(I)
CO,Hesperis matronalis,Hesperis matronalis,List B Noxious Weeds,HEMA3,L48(I)AK(I)CAN(I)
CO,Hibiscus trionum,Hibiscus trionum,List B Noxious Weeds,HITR,L48(I)CAN(I)
CO,Hieracium aurantiacum,Hieracium aurantiacum,List A Noxious Weeds,HIAU,L48(I)AK(I)CAN(I)SPM(I)
CO,Hydrilla verticillata,Hydrilla verticillata,List A Noxious Weeds,HYVE3,L48(I)
CO,Hyoscyamus niger,Hyoscyamus niger,List B Noxious Weeds,HYNI,L48(I)CAN(I)
CO,Hypericum perforatum,Hypericum perforatum,List C Noxious Weeds,HYPE,L48(I)HI(I)CAN(I)SPM(I)
CO,Isatis tinctoria,Isatis tinctoria,List A Noxious Weeds,ISTI,L48(I)CAN(W)
CO,Lepidium latifolium,Lepidium latifolium,List B Noxious Weeds,LELA2,L48(I)CAN(I)
CO,Linaria dalmatica,Linaria dalmatica,List B Noxious Weeds,LIDA,L48(I)CAN(I)
CO,Linaria genistifolia,Linaria genistifolia,List B Noxious Weeds,LIGE,L48(I)
CO,Linaria vulgaris,Linaria vulgaris,List B Noxious Weeds,LIVU2,L48(I)AK(I)CAN(I)GL(I)SPM(I)
CO,Linaria vulgaris x dalmatica,Linaria vulgaris x dalmatica,List B Noxious Weeds,,
CO,Lythrum salicaria,Lythrum salicaria,List A Noxious Weeds,LYSA2,L48(I)CAN(I)SPM(I)
CO,Marticaria perforata,Matricaria perforata,List B Noxious Weeds,TRPE21,
CO,Myriophyllum aquaticum,Myriophyllum aquaticum,List A Noxious Weeds,MYAQ2,L48(I)HI(I)CAN(I)
CO,Myriophyllum spicatum,Myriophyllum spicatum,List B Noxious Weeds,MYSP2,L48(I)AK(I)CAN(I)
CO,Onopordum acanthium,Onopordum acanthium,List B Noxious Weeds,ONAC,L48(I)CAN(W)
CO,O. tauricum,Onopordum tauricum,List B Noxious Weeds,ONTA,L48(I)
CO,Panicum miliaceum,Panicum miliaceum,List C Noxious Weeds,PAMI2,L48(I)HI(I)PR(I)VI(I)CAN(I)
CO,Peganum harmala,Peganum harmala,List A Noxious Weeds,PEHA,L48(I)
CO,Poa bulbosa,Poa bulbosa,List C Noxious Weeds,POBU,L48(I)
CO,Polygonum cuspidatum,Polygonum cuspidatum,List A Noxious Weeds,POCU6,L48(I)AK(I)CAN(I)SPM(I)
CO,Polygonum sachalinense,Polygonum sachalinense,List A Noxious Weeds,POSA4,L48(I)AK(I)CAN(I)
CO,Polygonum x bohemicum,Polygonum x bohemicum,List A Noxious Weeds,POBO10,CAN(I)NA(I)
CO,Potentilla recta,Potentilla recta,List B Noxious Weeds,PORE5,L48(I)CAN(I)
CO,Salvia aethiopis,Salvia aethiopis,List A Noxious Weeds,SAAE,L48(I)
CO,Salvinia molesta,Salvinia molesta,List A Noxious Weeds,SAMO5,L48(I)HI(I)
CO,Saponaria officinalis,Saponaria officinalis,List B Noxious Weeds,SAOF4,L48(I)CAN(I)
CO,Senecio jacobaea,Senecio jacobaea,List A Noxious Weeds,SEJA,L48(I)CAN(I)SPM(I)
CO,Sonchus arvensis,Sonchus arvensis,List C Noxious Weeds,SOAR2,L48(I)AK(I)CAN(I)SPM(I)
CO,Sorghum halepense,Sorghum halepense,List C Noxious Weeds,SOHA,L48(I)HI(I)PR(I)CAN(I)
CO,Taeniatherum caput-medusae,Taeniatherum caput-medusae,List A Noxious Weeds,TACA8,L48(I)
CO,Tamarix chinensis,Tamarix chinensis,List B Noxious Weeds,TACH2,L48(I)
CO,Tamarix parviflora,Tamarix parviflora,List B Noxious Weeds,TAPA4,L48(I)
CO,Tamarix ramosissima,Tamarix ramosissima,List B Noxious Weeds,TARA,L48(I)
CO,Tanacetum vulgare,Tanacetum vulgare,List B Noxious Weeds,TAVU,L48(I)AK(I)HI(I)CAN(I)SPM(I)
CO,Tribulus terrestris,Tribulus terrestris,List C Noxious Weeds,TRTE,L48(I)HI(I)CAN(W)
CO,Verbascum blattaria,Verbascum blattaria,List B Noxious Weeds,VEBL,L48(I)HI(I)CAN(I)
CO,Verbascum thapsus,Verbascum thapsus,List C Noxious Weeds,VETH,L48(I)AK(I)HI(I)CAN(I)
CT,Acer pseudoplatanus,Acer pseudoplatanus,Noxious Weeds,ACPS,L48(I)CAN(I)
CT,Aegopodium podagraia,Aegopodium podagraria,Noxious Weeds,AEPO,L48(I)CAN(I)SPM(I)
CT,Ailanthus altissima,Ailanthus altissima,Noxious Weeds,AIAL,L48(I)HI(I)CAN(I)
CT,Alliaria petiolata,Alliaria petiolata,Noxious Weeds,ALPE4,L48(I)AK(I)CAN(I)
CT,Amorpha fruticosa,Amorpha fruticosa,Noxious Weeds,AMFR,L48(N)CAN(N)
CT,Anthraxon hispidus,Arthraxon hispidus,Noxious Weeds,ARHI3,L48(I)HI(I)
CT,Berberis vulgaris,Berberis vulgaris,Noxious Weeds,BEVU,L48(I)CAN(I)
CT,Bromus tectorum,Bromus tectorum,Noxious Weeds,BRTE,L48(I)AK(I)HI(I)CAN(I)GL(I)
CT,Butomus umbellatus,Butomus umbellatus,Noxious Weeds,BUUM,L48(I)CAN(I)
CT,Cabomba caroliniana,Cabomba caroliniana,Noxious Weeds,CACA,L48(N)CAN(N)
CT,Callitriche stagnalis,Callitriche stagnalis,Noxious Weeds,CAST,L48(I)CAN(I)SPM(I)
CT,Cardamine impatiens,Cardamine impatiens,Noxious Weeds,CAIM,L48(I)CAN(I)
CT,Carex kobomugi,Carex kobomugi,Noxious Weeds,CAKO2,L48(I)
CT,Celastrus orbiculatus,Celastrus orbiculatus,Noxious Weeds,CEOR7,L48(I)CAN(I)
CT,Centaurea biebersteinii,Centaurea biebersteinii,Noxious Weeds,CESTM,
CT,Cirsium arvense,Cirsium arvense,Noxious Weeds,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
CT,Cynanchum louiseae,Cynanchum louiseae,Noxious Weeds,CYLO11,L48(I)CAN(I)
CT,Cynanchum rossicum,Cynanchum rossicum,Noxious Weeds,CYRO8,L48(I)CAN(I)
CT,Datura stramonium,Datura stramonium,Noxious Weeds,DAST,L48(I)HI(I)PR(I)VI(I)CAN(I)
CT,Egeria densa,Egeria densa,Noxious Weeds,EGDE,L48(I)HI(I)PR(I)CAN(W)
CT,Elaeagnus umbellata,Elaeagnus umbellata,Noxious Weeds,ELUM,L48(I)HI(I)CAN(I)
CT,Eleagnus angustifolia,Elaeagnus angustifolia,Noxious Weeds,ELAN,L48(I)CAN(I)
CT,Elsholtzia ciliata,Elsholtzia ciliata,Noxious Weeds,ELCI,L48(I)CAN(I)
CT,Euphorbia cyparissias,Euphorbia cyparissias,Noxious Weeds,EUCY2,L48(I)CAN(I)
CT,Euphorbia esula,Euphorbia esula,Noxious Weeds,EUES,L48(I)CAN(I)
CT,Froelichia gracilis,Froelichia gracilis,Noxious Weeds,FRGR3,L48(N)CAN(I)
CT,Glechoma hederacea,Glechoma hederacea,Noxious Weeds,GLHE2,L48(I)AK(I)CAN(I)
CT,Glyceria maxima,Glyceria maxima,Noxious Weeds,GLMA3,L48(I)CAN(I)
CT,Heracleum mantegazzianum,Heracleum mantegazzianum,Noxious Weeds,HEMA17,L48(I)CAN(I)
CT,Hesperis matronalis,Hesperis matronalis,Noxious Weeds,HEMA3,L48(I)AK(I)CAN(I)
CT,Humulus japonicus,Humulus japonicus,Noxious Weeds,HUJA,L48(I)CAN(I)
CT,Hydrilla verticillata,Hydrilla verticillata,Noxious Weeds,HYVE3,L48(I)
CT,Impatiens glandulifera,Impatiens glandulifera,Noxious Weeds,IMGL,L48(I)CAN(I)
CT,Iris pseudacorus,Iris pseudacorus,Noxious Weeds,IRPS,L48(I)CAN(I)
CT,Kochia scoparia,Kochia scoparia,Noxious Weeds,BASC5,
CT,Lepidium latifolium,Lepidium latifolium,Noxious Weeds,LELA2,L48(I)CAN(I)
CT,Ligustrum obtusifolium,Ligustrum obtusifolium,Noxious Weeds,LIOB,L48(I)
CT,Lonicera japonica,Lonicera japonica,Noxious Weeds,LOJA,L48(I)HI(I)PR(I)CAN(I)
CT,Lonicera maackii,Lonicera maackii,Noxious Weeds,LOMA6,L48(I)CAN(I)
CT,Lonicera morrowii,Lonicera morrowii,Noxious Weeds,LOMO2,L48(I)CAN(I)
CT,Lonicera tatarica,Lonicera tatarica,Noxious Weeds,LOTA,L48(I)AK(I)CAN(I)
CT,Lonicera x bella,Lonicera x bella,Noxious Weeds,LOBE,L48(I)CAN(I)
CT,Lonicera xylosteum,Lonicera xylosteum,Noxious Weeds,LOXY,L48(I)CAN(I)
CT,Lychnis flos-cuculi,Lychnis flos-cuculi,Noxious Weeds,LYFL3,L48(I)CAN(I)
CT,Lysimachia vulgaris,Lysimachia vulgaris,Noxious Weeds,LYVU,L48(I)CAN(I)
CT,Lythrum salicaria,Lythrum salicaria,Noxious Weeds,LYSA2,L48(I)CAN(I)SPM(I)
CT,Marsilea quadrifolia,Marsilea quadrifolia,Noxious Weeds,MAQU,L48(I)CAN(N)
CT,Microstegium vimineum,Microstegium vimineum,Noxious Weeds,MIVI,L48(I)PR(I)
CT,Myosotis scorpiodes,Myosotis scorpioides,Noxious Weeds,MYSC,L48(I)AK(I)CAN(I)SPM(I)
CT,Myriophyllum aquaticum,Myriophyllum aquaticum,Noxious Weeds,MYAQ2,L48(I)HI(I)CAN(I)
CT,Myriophyllum heterophyllum,Myriophyllum heterophyllum,Noxious Weeds,MYHE2,L48(N)CAN(N)
CT,Myriophyllum spicatum,Myriophyllum spicatum,Noxious Weeds,MYSP2,L48(I)AK(I)CAN(I)
CT,Najas minor,Najas minor,Noxious Weeds,NAMI,L48(I)CAN(I)
CT,Nelumbo lutea,Nelumbo lutea,Noxious Weeds,NELU,L48(N)CAN(N)
CT,Nymphoides peltata,Nymphoides peltata,Noxious Weeds,NYPE,L48(I)CAN(I)
CT,Onopordum acanthium,Onopordum acanthium,Noxious Weeds,ONAC,L48(I)CAN(W)
CT,Paulownia tomentosa,Paulownia tomentosa,Noxious Weeds,PATO2,L48(I)
CT,Phragmites australis,Phragmites australis,Noxious Weeds,PHAU7,"L48(I,N)HI(I)CAN(N)"
CT,Poa compressa,Poa compressa,Noxious Weeds,POCO,L48(I)AK(I)HI(I)CAN(I)SPM(I)
CT,Polygonum caespitosum,Polygonum caespitosum,Noxious Weeds,POCE4,
CT,Polygonum cuspidatum,Polygonum cuspidatum,Noxious Weeds,POCU6,L48(I)AK(I)CAN(I)SPM(I)
CT,Polygonum perfoliatum,Polygonum perfoliatum,Noxious Weeds,POPE10,L48(I)
CT,Polygonum sachelinense,Polygonum sachalinense,Noxious Weeds,POSA4,L48(I)AK(I)CAN(I)
CT,Populus alba,Populus alba,Noxious Weeds,POAL7,L48(I)CAN(I)
CT,Potamogeton crispus,Potamogeton crispus,Noxious Weeds,POCR3,L48(I)CAN(I)
CT,Pueraria montana,Pueraria montana,Noxious Weeds,PUMO,L48(I)HI(I)
CT,Ranunculus ficaria,Ranunculus ficaria,Noxious Weeds,RAFI,L48(I)CAN(I)
CT,Rhamnus cathartica,Rhamnus cathartica,Noxious Weeds,RHCA3,L48(I)CAN(I)
CT,Rorippa microphylla,Rorippa microphylla,Noxious Weeds,NAMI2,
CT,Rorippa nasturtium-aquaticum,Rorippa nasturtium-aquaticum,Noxious Weeds,NAOF,
CT,Rosa multiflora,Rosa multiflora,Noxious Weeds,ROMU,L48(I)CAN(I)
CT,Rubus phoenicolasius,Rubus phoenicolasius,Noxious Weeds,RUPH,L48(I)
CT,Rumux acetosella,Rumex acetosella,Noxious Weeds,RUAC3,L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)
CT,Salvinia molesta,Salvinia molesta,Noxious Weeds,SAMO5,L48(I)HI(I)
CT,Senecio jacobaea,Senecio jacobaea,Noxious Weeds,SEJA,L48(I)CAN(I)SPM(I)
CT,Silphium perfoliatum,Silphium perfoliatum,Noxious Weeds,SIPE2,L48(N)CAN(N)
CT,Solanum dulcamara,Solanum dulcamara,Noxious Weeds,SODU,L48(I)CAN(I)
CT,Trapa natans,Trapa natans,Noxious Weeds,TRNA,L48(I)CAN(I)
CT,Tussilago farfara,Tussilago farfara,Noxious Weeds,TUFA,L48(I)CAN(I)SPM(I)
CT,Valeriana officinalis,Valeriana officinalis,Noxious Weeds,VAOF,L48(I)CAN(I)
DE,Amaranthus palmeri,Amaranthus palmeri,Noxious Weeds,AMPA,L48(N)CAN(I)
DE,Ambrosia trifida,Ambrosia trifida,Noxious Weeds,AMTR,L48(N)CAN(N)
DE,Cirsium arvense,Cirsium arvense,Noxious Weeds,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
DE,Sicyos angulatus,Sicyos angulatus,Noxious Weeds,SIAN,L48(N)CAN(N)
DE,Sorghum halepense,Sorghum halepense,Noxious Weeds,SOHA,L48(I)HI(I)PR(I)CAN(I)
DE,Uruchloa texana,Urochloa texana,Noxious Weeds,URTE2,L48(N)
FL,Abrus precatorius,Abrus precatorius,Noxious Weeds,ABPR3,L48(I)HI(I)PR(I)VI(I)
FL,Aeginetia spp.,Aeginetia spp.,Noxious Weeds,NA,
FL,Ageratina adenophora,Ageratina adenophora,Noxious Weeds,AGAD2,L48(I)HI(I)
FL,Alectra spp.,Alectra aspera,Noxious Weeds,ALFL2,
FL,Alternanthera philoxeroides,Alternanthera philoxeroides,Noxious Weeds,ALPH,L48(I)PR(I)
FL,Alternanthera sessilis,Alternanthera sessilis,Noxious Weeds,ALSE4,L48(I)HI(I)PR(N)VI(N)
FL,Ardisia crenata,Ardisia crenata,Noxious Weeds,ARCR80,L48(I)HI(I)
FL,Ardisia elliptica,Ardisia elliptica,Noxious Weeds,AREL4,L48(I)HI(I)
FL,Asphodelus fistulosus,Asphodelus fistulosus,Noxious Weeds,ASFI2,L48(I)
FL,Avena sterilis,Avena sterilis,Noxious Weeds,AVST,L48(I)CAN(W)
FL,Borreria alata,Borreria alata,Noxious Weeds,SPAL3,
FL,Carthamus oxyacantha,Carthamus oxyacantha,Noxious Weeds,CAOX6,
FL,Casuarina cunninghamiana,Casuarina cunninghamiana,Noxious Weeds,CACU8,L48(I)PR(I)
FL,Casuarina equisetifolia,Casuarina equisetifolia,Noxious Weeds,CAEQ,L48(I)HI(I)PR(I)VI(I)
FL,Casuarina glauca,Casuarina glauca,Noxious Weeds,CAGL11,L48(I)HI(I)
FL,Chrysopogon aciculatus,Chrysopogon aciculatus,Noxious Weeds,CHAC,L48(I)HI(I)
FL,Colubrina asiatica,Colubrina asiatica,Noxious Weeds,COAS3,L48(I)HI(I)
FL,Commelina benghalensis,Commelina benghalensis,Noxious Weeds,COBE2,L48(I)HI(I)PR(I)
FL,Crassula helmsii,Crassula helmsii,Noxious Weeds,CRHE5,
FL,Crupina vulgaris,Crupina vulgaris,Noxious Weeds,CRVU2,L48(I)
FL,Cupaniopsis anacardioides,Cupaniopsis anacardioides,Noxious Weeds,CUAN4,L48(I)
FL,Cuscuta spp.,Cuscuta spp.,Noxious Weeds,NA,
FL,Digitaria scalarum,Digitaria scalarum,Noxious Weeds,DIAB,
FL,Digitaria velutina,Digitaria velutina,Noxious Weeds,DIVE2,L48(I)
FL,Dioscorea alata,Dioscorea alata,Noxious Weeds,DIAL2,L48(I)PR(I)VI(I)
FL,Dioscorea bulbifera,Dioscorea bulbifera,Noxious Weeds,DIBU,L48(I)HI(I)PR(I)
FL,Dolichandra unguis-cati,Dolichandra unguis-cati,Noxious Weeds,,
FL,Drymaria arenarioides,Drymaria arenarioides,Noxious Weeds,DRAR7,
FL,Eichhornia spp.,Eichhornia spp.,Noxious Weeds,NA,
FL,Emex australis,Emex australis,Noxious Weeds,EMAU,L48(I)
FL,Emex spinosa,Emex spinosa,Noxious Weeds,EMSP,L48(I)HI(I)
FL,Euphorbia prunifolia,Euphorbia prunifolia,Noxious Weeds,EUHE4,
FL,Galega officinalis,Galega officinalis,Noxious Weeds,GAOF,L48(I)CAN(I)
FL,Heracleum mantegazzianum,Heracleum mantegazzianum,Noxious Weeds,HEMA17,L48(I)CAN(I)
FL,Hydrilla verticillata,Hydrilla verticillata,Noxious Weeds,HYVE3,L48(I)
FL,Imperata brasiliensis,Imperata brasiliensis,Noxious Weeds,IMBR,L48(I)PR(I)
FL,Imperata cylindrica,Imperata cylindrica,Noxious Weeds,IMCY,L48(I)
FL,Ipomoea aquatica,Ipomoea aquatica,Noxious Weeds,IPAQ,L48(I)HI(I)PR(I)
FL,Ipomoea fistulosa,Ipomoea fistulosa,Noxious Weeds,IPCAF,
FL,Ipomoea triloba,Ipomoea triloba,Noxious Weeds,IPBA2,
FL,Ipomoea triloba,Ipomoea triloba,Noxious Weeds,IPTR2,L48(I)HI(I)PR(N)VI(N)
FL,Ipomoea triloba,Ipomoea triloba,Noxious Weeds,IPBA2,
FL,Ipomoea triloba,Ipomoea triloba,Noxious Weeds,IPTR2,L48(I)HI(I)PR(N)VI(N)
FL,Ischaemum rugosum,Ischaemum rugosum,Noxious Weeds,ISRU,L48(I)
FL,Lagarosiphon spp.,Lagarosiphon spp.,Noxious Weeds,NA,
FL,Leptochloa chinensis,Leptochloa chinensis,Noxious Weeds,LECH2,
FL,Leucaena leucocephala,Leucaena leucocephala,Noxious Weeds,LELE10,L48(I)VI(I)
FL,Ligustrum sinense,Ligustrum sinense,Noxious Weeds,LISI,L48(I)HI(I)PR(I)
FL,Limnocharis flava,Limnocharis flava,Noxious Weeds,LIFL5,
FL,Lonicera japonica,Lonicera japonica,Noxious Weeds,LOJA,L48(I)HI(I)PR(I)CAN(I)
FL,Lycium ferocissimum,Lycium ferocissimum,Noxious Weeds,LYFE4,L48(I)
FL,Lygodium japonicum,Lygodium japonicum,Noxious Weeds,LYJA,L48(I)HI(I)PR(I)
FL,Lygodium microphyllum,Lygodium microphyllum,Noxious Weeds,LYMI,L48(I)
FL,Lythrum salicaria,Lythrum salicaria,Noxious Weeds,LYSA2,L48(I)CAN(I)SPM(I)
FL,Melaleuca quinquenervia,Melaleuca quinquenervia,Noxious Weeds,MEQU,L48(I)HI(I)PR(I)
FL,Melastoma malabathricum,Melastoma malabathricum,Noxious Weeds,MEMA,L48(N)HI(I)
FL,Mikania cordata,Mikania cordata,Noxious Weeds,MICO16,
FL,Mikania micrantha,Mikania micrantha,Noxious Weeds,MIMI5,L48(I)PR(N)
FL,Mimosa invisa,Mimosa invisa,Noxious Weeds,MIDI8,
FL,Mimosa pigra,Mimosa pigra,Noxious Weeds,MIPE2,
FL,Monochoria hastata,Monochoria hastata,Noxious Weeds,MOHA2,
FL,Monochoria vaginalis,Monochoria vaginalis,Noxious Weeds,MOVA,L48(I)HI(I)
FL,Myriophyllum spicatum,Myriophyllum spicatum,Noxious Weeds,MYSP2,L48(I)AK(I)CAN(I)
FL,Nassella trichotoma,Nassella trichotoma,Noxious Weeds,NATR3,L48(I)
FL,Nechamandra alternifolia,Nechamandra alternifolia,Noxious Weeds,NEAL2,
FL,Neyraudia reynaudiana,Neyraudia reynaudiana,Noxious Weeds,NERE,L48(I)
FL,Nymphoides cristata,Nymphoides cristata,Noxious Weeds,NYCR,L48(I)
FL,Nymphoides peltata,Nymphoides peltata,Noxious Weeds,NYPE,L48(I)CAN(I)
FL,Opuntia aurantiaca,Opuntia aurantiaca,Noxious Weeds,OPAU10,
FL,Orobanche spp.,Orobanche spp.,Noxious Weeds,NA,
FL,Oryza longistaminata,Oryza longistaminata,Noxious Weeds,ORLO3,
FL,Oryza punctata,Oryza punctata,Noxious Weeds,ORPU13,
FL,Oryza rufipogon,Oryza rufipogon,Noxious Weeds,ORRU,L48(I)
FL,Paederia cruddasiana,Paederia cruddasiana,Noxious Weeds,PACR15,L48(I)
FL,Paederia foetida,Paederia foetida,Noxious Weeds,PAFO3,L48(I)HI(I)
FL,Paspalum scrobiculatum,Paspalum scrobiculatum,Noxious Weeds,PASC6,L48(I)HI(I)
FL,Pennisetum clandestinum,Pennisetum clandestinum,Noxious Weeds,PECL2,L48(I)HI(I)PR(I)VI(I)
FL,Pennisetum macrourum,Pennisetum macrourum,Noxious Weeds,PEMA80,L48(I)HI(I)
FL,Pennisetum pedicellatum,Pennisetum pedicellatum,Noxious Weeds,PEPE24,L48(I)
FL,Pennisetum polystachyon,Pennisetum polystachyon,Noxious Weeds,PEPO14,
FL,Pontederia rotundifolia,Pontederia rotundifolia,Noxious Weeds,PORO12,
FL,Prosopis spp.,Prosopis spp.,Noxious Weeds,NA,
FL,Pueraria montana,Pueraria montana,Noxious Weeds,PUMO,L48(I)HI(I)
FL,Rhodomyrtus tomentosa,Rhodomyrtus tomentosa,Noxious Weeds,RHTO10,L48(I)HI(I)
FL,Rottboellia cochinchinensis,Rottboellia cochinchinensis,Noxious Weeds,ROCO6,L48(I)PR(I)
FL,Rubus fruticosus,Rubus fruticosus,Noxious Weeds,RUFR80,
FL,Rubus molluccanus,Rubus moluccanus,Noxious Weeds,RUMO4,
FL,Saccharum spontaneum,Saccharum spontaneum,Noxious Weeds,SASP,L48(N)HI(I)PR(I)
FL,Salsola vermiculata,Salsola vermiculata,Noxious Weeds,SAVE6,L48(I)
FL,Salvinia spp.,Salvinia spp.,Noxious Weeds,NA,
