Accepted_name,status,Native_L1,Native_L2,Native_L3,Native_L4,Established_L1,Established_L2,Established_L3,Established_L4,Invasive_L1,Invasive_L2,Invasive_L3,Invasive_L4
Dryopteris filix-mas,invasive,",3,1,7,2,4,",",34,13,71,20,30,76,11,12,14,73,10,70,74,32,78,72,75,79,77,33,40,36,",",AFG,ALB,ABT,ALG,ALT,ARI,AUT,BAL,BLT,BLR,BGM,BRC,BUL,BRY,CAL,RUC,CTA,COL,COR,CZE,DEN,RUE,FIN,FRA,GER,GRB,GRC,GNL,HUN,ICE,IDA,ILL,IRN,IRE,IRK,ITA,KAZ,KTY,KGZ,KRI,KRY,LAB,MAI,MXE,MIC,MNT,MOR,NET,NEV,NBR,NWH,NWM,NWY,NFL,NCS,RUN,RUW,NOR,NSC,OKL,ONT,ORE,PAK,PEN,POL,POR,QUE,RHO,ROM,SAS,SIC,SDA,SPA,SWE,SWI,TEX,TCS,TUN,TUR,TUE,TVA,UKR,UTA,UZB,VER,WAS,WHM,WSB,WIS,WYO,CHX,YAK,YUG,",",,ABT-OO,AFG-OO,ALB-OO,ALG-OO,ALT-OO,ARI-OO,AUT-AU,BAL-OO,BGM-BE,BLR-OO,BLT-OO,BRC-OO,BRY-OO,BUL-OO,CAL-OO,CHX-OO,COL-OO,COR-OO,CTA-OO,CZE-OO,DEN-OO,FIN-OO,FRA-FR,GER-OO,GNL-OO,GRB-OO,GRC-OO,HUN-OO,ICE-OO,IDA-OO,ILL-OO,IRE-IR,IRK-OO,IRN-OO,ITA-IT,KAZ-OO,KGZ-OO,KRI-OO,KRY-OO,KTY-OO,LAB-OO,MAI-OO,MIC-OO,MNT-OO,MOR-MO,MXE-OO,NBR-OO,NCS-OO,NET-OO,NEV-OO,NFL-NE,NOR-OO,NSC-OO,NWH-OO,NWM-OO,NWY-OO,OKL-OO,ONT-OO,ORE-OO,PAK-OO,PEN-OO,POL-OO,POR-OO,QUE-OO,RHO-OO,ROM-OO,RUC-OO,RUE-OO,RUN-OO,RUW-OO,SAS-OO,SDA-OO,SIC-SI,SPA-SP,SWE-OO,SWI-OO,TCS-OO,TEX-OO,TUE-OO,TUN-OO,TUR-OO,TVA-OO,UKR-UK,UTA-OO,UZB-OO,VER-OO,WAS-OO,WHM-OO,WIS-OO,WSB-OO,WYO-OO,YAK-OO,YUG-OO,",",5,7,",",51,74,75,",",CTM,ILL,NWY,RHO,",",CTM-OO,ILL-OO,NWY-OO,RHO-OO,",",5,",",51,",,
Dryopteris intermedia,established,",7,2,",",78,21,75,74,72,",",ALA,AZO,CNT,DEL,WDC,GEO,ILL,INI,IOW,KTY,MDR,MAI,MRY,MAS,MIC,MIN,MSO,NBR,NWH,NWJ,NWY,NFL,NCA,NSC,OHI,ONT,PEN,PEI,QUE,RHO,SCA,TEN,VER,VRG,WVA,WIS,",",,ALA-OO,AZO-OO,CNT-OO,DEL-OO,GEO-OO,ILL-OO,INI-OO,IOW-OO,KTY-OO,MAI-OO,MAS-OO,MDR-OO,MIC-OO,MIN-OO,MRY-OO,MSO-OO,NBR-OO,NCA-OO,NFL-NE,NSC-OO,NWH-OO,NWJ-OO,NWY-OO,OHI-OO,ONT-OO,PEI-OO,PEN-OO,QUE-OO,RHO-OO,SCA-OO,TEN-OO,VER-OO,VRG-OO,WDC-OO,WIS-OO,WVA-OO,",",3,",",38,",",JAP,",,,,,
Dryopteris sweetiorum,established,",6,",",61,",",MRQ,",",,MRQ-OO,",",6,",",61,",",MRQ,",",MRQ-OO,",,,,
Duranta erecta,invasive,",8,7,",",81,83,80,78,82,79,76,77,85,84,",",BAH,CAY,CLM,COS,CUB,DOM,ELS,FLA,FRG,GUA,GUY,HAI,HON,JAM,LEE,MXC,MXG,MXE,MXN,MXT,MXS,NIC,PAN,PUE,SUR,TRT,VEN,VNA,WIN,BLZ,,ARI,CAL,LOU,TEX,BOL,BZE,BZL,ECU,GAL,PAR,PER,",",,ARI-OO,BAH-OO,BLZ-OO,BOL-OO,BZE-BA,BZE-PB,BZL-ES,BZL-MG,BZL-RJ,BZL-SP,CAL-OO,CAY-OO,CLM-OO,COS-OO,CUB-OO,DOM-OO,ECU-OO,ELS-OO,FLA-OO,FRG-OO,GAL-OO,GUA-OO,GUY-OO,HAI-HA,HON-OO,JAM-OO,LEE-AB,LEE-BV,LEE-GU,LEE-MO,LEE-SK,LEE-VI,LOU-OO,MXC-OO,MXE-OO,MXG-OO,MXN-OO,MXS-OO,MXT-OO,NIC-OO,PAN-OO,PAR-OO,PER-OO,PUE-OO,SUR-OO,TEX-OO,TRT-OO,VEN-OO,VNA-OO,WIN-BA,WIN-MA,WIN-SL,",",2,8,5,3,6,4,7,3,",",26,85,50,23,22,81,27,36,80,24,62,25,41,40,29,42,21,61,28,60,38,76,78,63,77,34,",",ANG,AGE,NSW,QLD,BUR,BEN,BKN,BER,BOT,CHS,CHH,IVO,CMN,ZAI,COS,ETH,GAB,MRN,KEN,LAO,SRL,MDG,MOZ,NGA,NEP,PHI,MDR,SCI,RWA,STH,GGI,SWZ,THA,TON,TAI,TAN,UGA,CAL,FLA,HAW,LOU,TEX,NAT,TVL,ZIM,TUR,REU,,FIJ,BAN,",",ANG-OO,AGE-MI,NSW-NS,QLD-QU,BUR-OO,BEN-OO,BKN-OO,BER-OO,BOT-OO,CHS-ZJ,CHS-FJ,CHS-JX,CHS-HN,CHS-GD,CHS-GX,CHH-OO,IVO-OO,CMN-OO,ZAI-OO,COS-OO,ETH-OO,GAB-OO,MRN-GU,KEN-OO,LAO-OO,SRL-OO,MDG-OO,MRN-NM,MOZ-OO,NGA-OO,NEP-OO,PHI-OO,MDR-OO,SCI-OO,RWA-OO,STH-OO,GGI-ST,SWZ-OO,THA-OO,TON-OO,TAI-OO,TAN-OO,UGA-OO,CAL-OO,FLA-OO,HAW-HI,LOU-OO,TEX-OO,NAT-OO,TVL-NP,TVL-MP,TVL-NW,ZIM-OO,REU-OO,,BAN-OO,FIJ-OO,HAW-OO,NSW-OO,QLD-OO,",",2,3,6,5,4,",",26,36,38,63,50,60,61,40,",",ZIM,,TAI,HAW,NSW,QLD,FIJ,TON,BAN,",",,BAN-OO,FIJ-OO,HAW-OO,NSW-OO,QLD-OO,TAI-OO,TON-OO,ZIM-OO,"
Duranta stenostachya,established,",8,",",81,",",WIN,",",,WIN-OO,",",8,",",85,",",AGE,",",AGE-CN,",,,,
Durio zibethinus,established,",4,",",42,",",BOR,SUM,",",,BOR-OO,SUM-OO,",",4,7,",",41,79,42,",",LAO,MXT,PHI,",",LAO-OO,MXT-CI,PHI-OO,",,,,
Dyckia brevifolia,established,",8,",",84,",",BZS,",",,BZS-OO,",",7,",",78,",",FLA,",",FLA-OO,",,,,
Dyera costulata,established,",4,",",42,41,",",BOR,MLY,SUM,THA,",",,BOR-OO,MLY-OO,SUM-OO,THA-OO,",",2,",",23,",",ZAI,",",ZAI-OO,",,,,
Dypsis lutescens,invasive,",2,",",29,",",MDG,",",,MDG-OO,",",8,6,7,4,2,",",81,62,79,42,41,78,83,29,",",CUB,MRN,MXT,MXS,MXC,MXG,PHI,PUE,THA,FLA,LEE,BOL,REU,",",CUB-OO,MRN-GU,MXT-CA,MXT-CI,MXS-CL,MXC-DF,MXS-GR,MXS-JA,MXC-ME,MXS-MI,MXC-MO,MXT-TB,MXG-VC,MXT-YU,MRN-NM,PHI-OO,PUE-OO,THA-OO,FLA-OO,LEE-BV,BOL-OO,,REU-OO,",",2,8,",",29,81,",",REU,CUB,",",,CUB-OO,REU-OO,"
Dyschoriste nagchana,established,",2,4,3,",",22,27,23,24,40,25,26,35,",",BEN,BOT,BKN,BUR,CMN,CAF,CHA,CON,ERI,ETH,GAB,GHA,GUI,GNB,IND,IVO,KEN,NAT,LBR,MLW,MTN,MOZ,NAM,NGR,NGA,TVL,RWA,SEN,SIE,SRL,SUD,TAN,TOG,UGA,YEM,ZAM,ZAI,ZIM,",",,BEN-OO,BKN-OO,BOT-OO,BUR-OO,CAF-OO,CHA-OO,CMN-OO,CON-OO,ERI-OO,ETH-OO,GAB-OO,GHA-OO,GNB-OO,GUI-OO,IND-OO,IVO-OO,KEN-OO,NAT-OO,LBR-OO,MLW-OO,MOZ-OO,MTN-OO,NGA-OO,NGR-OO,RWA-OO,SEN-OO,SIE-OO,SRL-OO,SUD-OO,TAN-OO,TOG-OO,TVL-OO,UGA-OO,YEM-OO,ZAI-OO,ZAM-OO,ZIM-OO,",",2,",",29,",",MAU,",",MAU-OO,",,,,
Dyschoriste oblongifolia,established,",7,",",78,",",ALA,FLA,GEO,LOU,SCA,VRG,",",,ALA-OO,FLA-OO,GEO-OO,LOU-OO,SCA-OO,VRG-OO,",",7,",",78,",",LOU,",",LOU-OO,",,,,
Dysolobium grande,established,",4,3,",",40,36,41,",",ASS,BAN,CHC,CHS,EHM,IND,MYA,NEP,THA,",",,ASS-AS,BAN-OO,CHC-OO,CHS-OO,EHM-OO,IND-OO,MYA-OO,NEP-OO,THA-OO,",",2,",",29,",",REU,",",REU-OO,",,,,
Dysoxylum parasiticum,established,,,,,",6,4,",",62,42,",",MRN,PHI,",",MRN-GU,PHI-OO,",,,,
Dysphania ambrosioides,invasive,",8,7,9,",",85,78,81,80,83,84,79,74,77,90,82,",",AGE,AGW,AGS,ARK,ARU,BLZ,BOL,BZN,BZE,BZS,BZL,BZC,CLC,CLN,CLS,CLM,COS,ELS,FLA,GEO,GUA,HON,LOU,MRY,MXC,MXG,MXE,MXT,MXS,MSI,NIC,NCA,OKL,PAN,PAR,PER,SCA,TEX,TDC,URU,VEN,VRG,,ECU,",",,AGE-OO,AGS-OO,AGW-OO,ARK-OO,ARU-OO,BLZ-OO,BOL-OO,BZC-GO,BZC-MS,BZC-MT,BZE-AL,BZE-BA,BZE-CE,BZE-MA,BZE-PB,BZE-PE,BZE-PI,BZE-RN,BZE-SE,BZL-ES,BZL-MG,BZL-RJ,BZL-SP,BZN-AC,BZN-AM,BZN-AP,BZN-PA,BZN-RM,BZN-RO,BZN-TO,BZS-PR,BZS-RS,BZS-SC,CLC-OO,CLM-OO,CLN-OO,CLS-OO,COS-OO,ECU-OO,ELS-OO,FLA-OO,GEO-OO,GUA-OO,HON-OO,LOU-OO,MRY-OO,MSI-OO,MXC-OO,MXE-OO,MXG-OO,MXS-OO,MXT-OO,NCA-OO,NIC-OO,OKL-OO,PAN-OO,PAR-OO,PER-OO,SCA-OO,TDC-OO,TEX-OO,URU-OO,VEN-OO,VRG-OO,",",2,8,1,5,7,3,6,4,3,",",26,81,13,50,23,11,22,84,27,72,85,36,83,21,80,34,20,12,24,10,82,62,42,40,38,25,14,29,79,51,28,78,76,75,63,74,73,77,34,60,41,35,61,31,43,,",",ANG,LEE,ALB,NSW,QLD,SOA,VIC,WAU,BUR,BGM,BEN,BUL,BZN,BZE,BZC,BZL,BZS,WIN,BOT,CAF,NSC,ONT,QUE,JNF,CLS,CHN,CHS,CHC,CHH,CMN,ZAI,CLM,CVI,COS,CAY,CYP,EGY,BAL,CNY,SPA,ETH,COR,FRA,GRB,GHA,EQG,GRC,FRG,MRN,GUY,YUG,HAI,HUN,IND,EHM,WHM,PAL,ITA,SAR,SIC,JAP,KEN,KOR,SRL,LES,UKR,MDG,MXN,MXI,MOZ,MTN,MAU,NAM,NFK,NET,NEP,CTM,PHI,PUE,POR,ROM,RWA,ASC,STH,GGI,SUR,CZE,SWE,SWZ,SEY,TAI,UGA,ALA,ARK,ARI,CAL,CNT,WDC,DEL,FLA,GEO,HAW,IOW,IDA,ILL,INI,KAN,KTY,LOU,MAS,MRY,MAI,MIC,MSO,MSI,NCA,NEB,NWH,NWJ,NWM,NEV,NWY,OHI,OKL,ORE,PEN,RHO,SCA,SDA,TEN,TEX,UTA,VRG,VER,WAS,WIS,WVA,CPP,OFS,TVL,NAT,ZAM,ZIM,TUR,REU,GAL,AZO,ECU,ROD,VEN,NZN,NZS,GER,BOL,IVO,XMS,FIJ,LAO,MXT,MXE,MXS,MXC,MXG,NIC,OMA,MDR,SEL,TUB,TUA,MRQ,PIT,SCI,KHA,SAU,TAN,KER,PAR,,CBD,VIE,NWC,NWG,TUR,",",ANG-OO,LEE-AG,ALB-OO,LEE-AB,NSW-NS,QLD-QU,SOA-OO,VIC-OO,WAU-WA,BUR-OO,BGM-BE,BEN-OO,BUL-OO,LEE-SM,BZN-AC,BZE-AL,BZN-AM,BZN-AP,BZE-BA,BZE-CE,BZC-DF,BZL-ES,BZC-GO,BZE-MA,BZL-MG,BZC-MS,BZC-MT,BZN-PA,BZE-PB,BZE-PE,BZE-PI,BZS-PR,BZL-RJ,BZE-RN,BZN-RO,BZN-RM,BZS-RS,BZS-SC,BZE-SE,BZL-SP,BZN-TO,WIN-BA,BOT-OO,CAF-OO,NSC-OO,ONT-OO,QUE-OO,JNF-OO,CLS-MG,CHN-BJ,CHS-SH,CHS-JS,CHS-AH,CHS-FJ,CHS-JX,CHN-SD,CHC-HU,CHS-HN,CHS-GD,CHS-GX,CHH-OO,CHC-CQ,CHC-SC,CHC-GZ,CHC-YN,CHN-SA,CHS-HK,CHS-MA,CMN-OO,ZAI-OO,CLM-OO,CVI-OO,COS-OO,CAY-OO,CYP-OO,WIN-DO,EGY-OO,BAL-OO,CNY-OO,SPA-SP,ETH-OO,COR-OO,FRA-FR,GRB-OO,GHA-OO,EQG-OO,GRC-OO,WIN-GR,FRG-OO,MRN-GU,GUY-OO,YUG-CR,HAI-HA,HUN-OO,IND-AP,EHM-AP,IND-DE,WHM-HP,WHM-JK,IND-KT,IND-KE,IND-MR,IND-OR,EHM-SI,IND-TN,IND-WB,PAL-IS,ITA-IT,SAR-OO,SIC-SI,KEN-OO,LEE-SK,KOR-SK,WIN-SL,SRL-OO,LES-OO,UKR-MO,MDG-OO,MXN-BC,MXI-RG,MOZ-OO,MTN-OO,WIN-MA,MAU-OO,NAM-OO,NFK-NI,NET-OO,NEP-OO,CTM-OO,PHI-OO,PUE-OO,POR-OO,ROM-OO,RWA-OO,ASC-OO,STH-OO,GGI-ST,SUR-OO,CZE-SK,YUG-SL,SWE-OO,SWZ-OO,SEY-OO,TAI-OO,UGA-OO,UKR-UK,ALA-OO,ARK-OO,ARI-OO,CAL-OO,CNT-OO,WDC-OO,DEL-OO,FLA-OO,GEO-OO,HAW-HI,IOW-OO,IDA-OO,ILL-OO,INI-OO,KAN-OO,KTY-OO,LOU-OO,MAS-OO,MRY-OO,MAI-OO,MIC-OO,MSO-OO,MSI-OO,NCA-OO,NEB-OO,NWH-OO,NWJ-OO,NWM-OO,NEV-OO,NWY-OO,OHI-OO,OKL-OO,ORE-OO,PEN-OO,RHO-OO,SCA-OO,SDA-OO,TEN-OO,TEX-OO,UTA-OO,VRG-OO,LEE-VI,VER-OO,WAS-OO,WIS-OO,WVA-OO,WIN-SV,LEE-BV,CPP-EC,OFS-OO,TVL-GA,NAT-OO,TVL-NP,TVL-MP,CPP-NC,TVL-NW,CPP-WC,ZAM-OO,ZIM-OO,REU-OO,GAL-OO,AZO-OO,ECU-OO,ROD-OO,VEN-OO,NZN-OO,NZS-OO,GER-OO,BOL-OO,IVO-OO,XMS-OO,FIJ-OO,LAO-OO,MXT-CA,MXE-CU,MXT-CI,MXS-CL,MXE-DU,MXS-GR,MXE-GU,MXE-HI,MXS-JA,MXC-ME,MXS-MI,MXC-MO,MXS-NA,MXS-OA,MXC-PU,MXE-QU,MXT-QR,MXN-SI,MXE-SL,MXN-SO,MXT-TB,MXC-TL,MXG-VC,MXT-YU,MXE-ZA,MRN-NM,NIC-OO,OMA-OO,MDR-OO,SEL-OO,TUB-OO,TUA-OO,MRQ-OO,PIT-OO,SCI-OO,KHA-OO,SAU-OO,TAN-OO,KER-OO,PAR-OO,,CBD-OO,FRA-OO,HAW-OO,IND-OO,ITA-OO,NFK-OO,NSW-OO,NWC-OO,NWG-PN,QLD-OO,SPA-OO,TUR-OO,VIE-OO,YUG-BH,",",2,4,3,1,8,6,5,7,",",29,27,41,36,42,38,13,12,81,63,50,60,61,43,85,83,40,34,,26,",",MAU,NAM,,CBD,CHS,PHI,KOR,TAI,VIE,YUG,GRC,SAR,SPA,PUE,LEE,HAW,NSW,QLD,FIJ,NWC,NFK,NWG,GAL,FRA,IND,ITA,TUR,ZIM,",",,CBD-OO,CHS-HK,FIJ-OO,FRA-OO,GAL-OO,GRC-OO,HAW-OO,IND-OO,ITA-OO,KOR-SK,LEE-VI,MAU-OO,NFK-OO,NSW-OO,NWC-OO,NWG-PN,PHI-OO,PUE-OO,QLD-OO,SAR-OO,SPA-OO,TAI-OO,TUR-OO,VIE-OO,YUG-BH,YUG-CR,ZIM-OO,NAM-OO,"
Dysphania botrys,invasive,",3,1,4,",",34,13,12,14,40,11,32,37,33,35,36,",",AFG,ALB,BUL,COR,CYP,EAI,RUE,EHM,FRA,GRC,HUN,IRN,IRQ,ITA,KAZ,KGZ,KRI,KRY,LBS,,MON,NEP,NCS,PAK,POR,ROM,SAR,SAU,SIC,RUS,SPA,SWI,TZK,CHT,TCS,TUR,TUE,TKM,UKR,UZB,WHM,CHX,YEM,YUG,",",,AFG-OO,ALB-OO,BUL-OO,CHT-OO,CHX-OO,COR-OO,CYP-OO,EAI-OO,EHM-OO,FRA-FR,GRC-OO,HUN-OO,IRN-OO,IRQ-OO,ITA-IT,KAZ-OO,KGZ-OO,KRI-OO,KRY-OO,LBS-OO,MON-OO,NCS-OO,NEP-OO,PAK-OO,POR-OO,ROM-OO,RUE-OO,RUS-OO,SAR-OO,SAU-OO,SIC-SI,SPA-SP,SWI-OO,TCS-OO,TKM-OO,TUE-OO,TUR-OO,TZK-OO,UKR-UK,UZB-OO,WHM-OO,YEM-OO,YUG-OO,",",1,7,2,4,3,",",13,14,71,72,20,40,11,79,31,10,78,76,73,75,74,77,34,",",BUL,BLR,BRC,NBR,NSC,ONT,PEI,QUE,EGY,WHM,ITA,BGM,MXE,SIC,NET,POL,KHA,CZE,YUG,SWE,UKR,ALA,ARI,CAL,COL,CNT,WDC,DEL,IOW,IDA,ILL,INI,KAN,KTY,MAS,MRY,MAI,MIC,MIN,MSO,MNT,NCA,NDA,NEB,NWH,NWJ,NWM,NEV,NWY,OHI,ORE,PEN,RHO,SDA,TEN,TEX,UTA,VRG,VER,WAS,WIS,WVA,WYO,AUT,GER,TUR,",",BUL-OO,BLR-OO,BRC-OO,NBR-OO,NSC-OO,ONT-OO,PEI-OO,QUE-OO,EGY-OO,WHM-HP,WHM-JK,ITA-IT,BGM-LU,MXE-CU,SIC-MA,NET-OO,POL-OO,KHA-OO,CZE-SK,YUG-SL,SWE-OO,UKR-UK,ALA-OO,ARI-OO,CAL-OO,COL-OO,CNT-OO,WDC-OO,DEL-OO,IOW-OO,IDA-OO,ILL-OO,INI-OO,KAN-OO,KTY-OO,MAS-OO,MRY-OO,MAI-OO,MIC-OO,MIN-OO,MSO-OO,MNT-OO,NCA-OO,NDA-OO,NEB-OO,NWH-OO,NWJ-OO,NWM-OO,NEV-OO,NWY-OO,OHI-OO,ORE-OO,PEN-OO,RHO-OO,SDA-OO,TEN-OO,TEX-OO,UTA-OO,VRG-OO,VER-OO,WAS-OO,WIS-OO,WVA-OO,WYO-OO,AUT-AU,GER-OO,,TUR-OO,",",3,",",34,",",TUR,",",,TUR-OO,"
Dysphania carinata,established,",5,",",50,",",NSW,QLD,VIC,",",,NSW-NS,QLD-QU,VIC-OO,",",8,2,7,6,",",85,27,25,26,78,63,77,83,",",AGE,AGW,BOT,LES,NAM,SWZ,TAN,CPP,OFS,TVL,NAT,ZIM,ALA,ARK,HAW,TEX,BOL,",",AGE-BA,AGE-CD,AGE-CN,AGE-MI,AGW-SA,AGW-TU,BOT-OO,LES-OO,NAM-OO,SWZ-OO,TAN-OO,CPP-EC,OFS-OO,TVL-GA,NAT-OO,TVL-NP,TVL-MP,CPP-NC,TVL-NW,CPP-WC,ZIM-OO,ALA-OO,ARK-OO,HAW-HI,TEX-OO,BOL-OO,",,,,
Dysphania chilensis,established,",8,",",85,83,",",AGE,AGW,BOL,CLC,CLN,CLS,PER,",",,AGE-OO,AGW-OO,BOL-OO,CLC-OO,CLN-OO,CLS-OO,PER-OO,",",3,",",38,",",JAP,",,,,,
Dysphania cristata,established,",5,",",50,",",NTA,QLD,SOA,VIC,WAU,",",,NTA-OO,QLD-QU,SOA-OO,VIC-OO,WAU-WA,",",7,2,",",75,78,27,",",MAS,SCA,TVL,CPP,",",MAS-OO,SCA-OO,TVL-NP,CPP-NC,",,,,
Dysphania glomulifera,established,",5,",",50,",",NSW,NTA,QLD,SOA,TAS,VIC,WAU,",",,NSW-NS,NTA-OO,QLD-QU,SOA-OO,TAS-OO,VIC-OO,WAU-WA,",",5,",",50,",",TAS,",",TAS-OO,",,,,
Dysphania incisa,established,",8,7,",",85,76,83,80,79,77,",",AGW,ARI,BOL,CLC,GUA,MXC,MXG,MXE,MXN,MXT,MXS,NWM,PER,TEX,UTA,",",,AGW-OO,ARI-OO,BOL-OO,CLC-OO,GUA-OO,MXC-OO,MXE-OO,MXG-OO,MXN-OO,MXS-OO,MXT-OO,NWM-OO,PER-OO,TEX-OO,UTA-OO,",",7,",",73,75,74,",",COL,MAS,MAI,MSO,",",COL-OO,MAS-OO,MAI-OO,MSO-OO,",,,,
Dysphania multifida,invasive,",8,",",85,83,84,",",AGE,AGW,AGS,BOL,BZS,CLC,CLN,CLS,PER,URU,",",,AGE-OO,AGS-OO,AGW-OO,BOL-OO,BZS-OO,CLC-OO,CLN-OO,CLS-OO,PER-OO,URU-OO,",",1,5,8,2,7,3,3,",",13,50,85,12,27,78,76,75,73,34,34,",",ALB,QLD,SOA,VIC,WAU,BUL,CLN,JNF,CLC,CLS,SPA,COR,FRA,GRC,YUG,ITA,SAR,SIC,LES,POR,ALA,CAL,FLA,GEO,INI,MAS,NCA,NWJ,NWY,ORE,PEN,SCA,CPP,OFS,TVL,NAT,TUR,TUR,",",ALB-OO,QLD-QU,SOA-OO,VIC-OO,WAU-WA,BUL-OO,CLN-AN,CLN-TA,JNF-OO,CLC-CO,CLC-BI,CLC-LA,CLC-MA,CLC-VA,CLC-SA,CLS-LL,SPA-SP,COR-OO,FRA-FR,GRC-OO,YUG-CR,ITA-IT,SAR-OO,SIC-SI,LES-OO,POR-OO,ALA-OO,CAL-OO,FLA-OO,GEO-OO,INI-OO,MAS-OO,NCA-OO,NWJ-OO,NWY-OO,ORE-OO,PEN-OO,SCA-OO,CPP-EC,OFS-OO,TVL-GA,NAT-OO,TVL-MP,TVL-NW,CPP-WC,,TUR-OO,",",1,3,",",13,34,",",GRC,TUR,",",,GRC-OO,TUR-OO,"
Dysphania plantaginella,established,",5,",",50,",",NSW,NTA,SOA,WAU,",",,NSW-NS,NTA-OO,SOA-OO,WAU-WA,",",7,",",78,",",MRY,",",MRY-OO,",,,,
Dysphania pumilio,invasive,",5,",",50,",",NSW,NTA,QLD,SOA,TAS,VIC,WAU,",",,NSW-NS,NTA-OO,QLD-QU,SOA-OO,TAS-OO,VIC-OO,WAU-WA,",",8,1,7,3,2,5,",",85,11,13,71,72,12,38,25,27,51,14,78,76,75,74,73,77,",",AGE,AGW,BGM,BUL,BRC,ONT,CZE,BAL,SPA,COR,FRA,HUN,ITA,JAP,KEN,KOR,NAM,NET,POL,POR,UKR,ALA,ARK,ARI,CAL,CNT,WDC,DEL,FLA,GEO,ILL,KAN,KTY,LOU,MAS,MRY,MIC,MSO,MSI,NCA,NWJ,NEV,NWY,OHI,OKL,ORE,PEN,RHO,SCA,TEN,TEX,UTA,VRG,WAS,WIS,CPP,TVL,NAT,PAR,NZN,NZS,GER,",",AGE-BA,AGE-CD,AGE-LP,AGE-MI,AGW-TU,BGM-BE,BUL-OO,BRC-OO,ONT-OO,CZE-CZ,BAL-OO,SPA-SP,COR-OO,FRA-FR,HUN-OO,ITA-IT,KEN-OO,KOR-SK,NAM-OO,NET-OO,POL-OO,POR-OO,CZE-SK,UKR-UK,ALA-OO,ARK-OO,ARI-OO,CAL-OO,CNT-OO,WDC-OO,DEL-OO,FLA-OO,GEO-OO,ILL-OO,KAN-OO,KTY-OO,LOU-OO,MAS-OO,MRY-OO,MIC-OO,MSO-OO,MSI-OO,NCA-OO,NWJ-OO,NEV-OO,NWY-OO,OHI-OO,OKL-OO,ORE-OO,PEN-OO,RHO-OO,SCA-OO,TEN-OO,TEX-OO,UTA-OO,VRG-OO,WAS-OO,WIS-OO,CPP-EC,TVL-GA,NAT-OO,TVL-MP,CPP-WC,PAR-OO,NZN-OO,NZS-OO,GER-OO,,",",1,",",13,",",BUL,",",,BUL-OO,"
Dysphania schraderiana,established,",2,4,3,",",26,27,24,25,40,23,35,",",ANG,BOT,CPP,CHA,DJI,ERI,ETH,KEN,NAM,PAK,RWA,SAU,SOM,SUD,TAN,UGA,YEM,ZAM,ZAI,ZIM,",",,ANG-OO,BOT-OO,CHA-OO,CPP-OO,DJI-OO,ERI-OO,ETH-OO,KEN-OO,PAK-OO,RWA-OO,SAU-OO,SOM-OO,SUD-OO,TAN-OO,UGA-OO,YEM-OO,ZAI-OO,ZAM-OO,ZIM-OO,",",2,1,",",26,27,23,24,11,25,14,10,",",ANG,BOT,ZAI,ERI,ETH,HUN,KEN,LES,UKR,MOZ,NAM,POL,RUC,SUD,SOM,CZE,SWE,TAN,UGA,CPP,OFS,TVL,NAT,ZIM,",",ANG-OO,BOT-OO,ZAI-OO,ERI-OO,ETH-OO,HUN-OO,KEN-OO,LES-OO,UKR-MO,MOZ-OO,NAM-OO,POL-OO,RUC-OO,SUD-OO,SOM-OO,CZE-SK,SWE-OO,TAN-OO,UGA-OO,UKR-UK,CPP-EC,OFS-OO,TVL-GA,NAT-OO,TVL-NP,TVL-MP,CPP-NC,TVL-NW,CPP-WC,ZIM-OO,",,,,
Dysphania x bontei,established,",5,",",50,",",VIC,",",,VIC-OO,",",2,",",27,",",NAM,SWZ,CPP,",",NAM-OO,SWZ-OO,CPP-EC,",,,,
Dyssodia papposa,established,",8,7,",",85,76,78,83,73,80,74,75,79,77,72,",",AGW,ARI,ARK,BOL,CAL,COL,GUA,ILL,INI,IOW,KAN,KTY,LOU,MAI,MAS,MXC,MXG,MXE,MXN,MXT,MXS,MIC,MIN,MSO,MNT,NEB,NEV,NWH,NWM,NWY,NDA,OHI,OKL,ONT,PEN,SDA,TEN,TEX,UTA,VER,WVA,WIS,WYO,",",,AGW-OO,ARI-OO,ARK-OO,BOL-OO,CAL-OO,COL-OO,GUA-OO,ILL-OO,INI-OO,IOW-OO,KAN-OO,KTY-OO,LOU-OO,MAI-OO,MAS-OO,MIC-OO,MIN-OO,MNT-OO,MSO-OO,MXC-OO,MXE-OO,MXG-OO,MXN-OO,MXS-OO,MXT-OO,NDA-OO,NEB-OO,NEV-OO,NWH-OO,NWM-OO,NWY-OO,OHI-OO,OKL-OO,ONT-OO,PEN-OO,SDA-OO,TEN-OO,TEX-OO,UTA-OO,VER-OO,WIS-OO,WVA-OO,WYO-OO,",",7,8,",",71,72,78,76,74,75,83,",",ABT,ONT,SAS,ARK,ARI,CAL,ILL,INI,KTY,LOU,MAS,MRY,MAI,MIC,MSO,NWH,NEV,NWY,OHI,PEN,SCA,TEN,UTA,VER,WIS,WVA,BOL,",",ABT-OO,ONT-OO,SAS-OO,ARK-OO,ARI-OO,CAL-OO,ILL-OO,INI-OO,KTY-OO,LOU-OO,MAS-OO,MRY-OO,MAI-OO,MIC-OO,MSO-OO,NWH-OO,NEV-OO,NWY-OO,OHI-OO,PEN-OO,SCA-OO,TEN-OO,UTA-OO,VER-OO,WIS-OO,WVA-OO,BOL-OO,",,,,
